ISU GP NHK Trophy 2012,,,,,
PAIRS FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
1 Vera BAZAROVA / Yuri LARIONOV RUS  7,126.41  63.04,,63.37,0.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 3T  4.10 -1.00 -2 -1 -1,-1 -2 -2 0,,-1 -2,3.10,
2 2A+2A<+SEQ <  4.48 -0.93 -3 -2 -1,-2 -2 -2 -1,,-2 -2,3.55,
3 3Tw4  6.20  1.40 2 2 2,2 1 2 2,,2 2,7.60,
4 3FTh  5.50  1.10 1 2 2,1 1 1 2,,2 2,6.60,
"",,,Info,,Info
5 BiDs3  3.20  1.20 1 2 2,1 1 2 2,,2 2,4.40,
6 FCCoSp4  3.50  0.79 2 1 2,2 1 1 1,,2 2,4.29,
7 ChSq1  2.00  1.00 1 3 2,1 1 2 1,,1 2,3.00,
8 5BLi4  7.15 x  1.10 1 2 3,1 1 2 2,,2 1,8.25,
9 3LoTh  5.50 x  0.80 1 0 2,0 2 1 1,,2 1,6.30,
10 3Li4  4.40 x  0.79 0 1 2,1 1 2 2,,2 2,5.19,
11 5ALi4  7.15 x  0.40 0 0 1,0 1 0 1,,2 1,7.55,
12 PCoSp1  3.00  0.21 0 1 1,0 0 0 0,,1 1,3.21,
56.18,,,,63.04,
Program Components Factor,,,,,
Skating Skills  1.60 7.50 7.50 8.50,8.25 7.25 7.75 8.25,,8.00 8.00,7.89,
Transition / Linking Footwork  1.60 7.50 8.00 8.00,8.00 7.00 7.50 8.00,,8.00 7.75,7.82,
Performance / Execution  1.60 7.25 8.50 8.25,8.00 7.25 7.50 8.50,,8.25 8.25,8.00,
Choreography / Composition  1.60 7.75 8.50 8.25,8.25 7.25 8.00 8.50,,8.00 8.00,8.11,
Interpretation  1.60 7.25 8.00 7.75,8.00 7.00 7.75 8.25,,8.00 7.75,7.79,
Judges Total Program Component Score (factored),,,,63.37,
Deductions:,,,,0.00,
"<  Under-rotated jumpx  Credit for highlight distribution, base value multiplied by 1.1",,,,,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
2 Kirsten MOORE-TOWERS / Dylan MOSCOVITCH CAN  6,115.49  56.56,,59.93,-1.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 3Tw2  5.40  1.00 0 1 2,2 2 1 1,,2 1,6.40,
2 3T+SEQ  3.28 -1.40 -2 -1 -2,-2 -2 -2 -2,,-3 -2,1.88,
3 3S  4.20 -0.40 -1 0 1,0 -1 -1 -1,,0 -1,3.80,
4 ChSq1  2.00  0.50 1 0 1,1 0 1 0,,1 1,2.50,
5 FiDs4  3.50  0.60 0 1 2,1 0 1 1,,1 1,4.10,
6 PCoSp4  4.50  0.64 1 1 2,2 1 1 1,,1 2,5.14,
7 5ALi4  7.15 x  1.00 1 1 1,2 2 1 2,,1 2,8.15,
8 3STh  4.95 x -1.70 -3 -2 -2,-3 -1 -3 -3,,-2 -2,3.25,
9 3LoTh  5.50 x  1.40 2 2 2,2 2 0 2,,3 2,6.90,
10 5TLi4  6.60 x  0.07 0 1 0,0 -1 0 2,,-1 1,6.67,
11 FCCoSp3  3.00 -0.06 -1 0 1,-1 0 0 1,,-2 -1,2.94,
12 3Li4  4.40 x  0.43 1 1 1,0 0 1 2,,-1 2,4.83,
54.48,,,,56.56,
Program Components Factor,,,,,
Skating Skills  1.60 7.50 7.50 8.00,7.50 7.75 7.00 7.50,,8.00 8.00,7.68,
