Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Meryl DAVIS / Charlie WHITE,USA,171.58,1,68.64,1,102.94,2010-12-12,gpf1011
2,Nathalie PECHALAT / Fabian BOURZAT,FRA,162.1,2,65.66,2,96.44,2010-12-12,gpf1011
3,Vanessa CRONE / Paul POIRIER,CAN,139.74,5,54.82,3,84.92,2010-12-12,gpf1011
4,Ekaterina BOBROVA / Dmitri SOLOVIEV,RUS,136.75,6,54.33,4,82.42,2010-12-12,gpf1011
5,Kaitlyn WEAVER / Andrew POJE,CAN,136.34,4,55.51,5,80.83,2010-12-12,gpf1011
6,Nora HOFFMANN / Maxim ZAVOZIN,HUN,132.07,3,55.98,6,76.09,2010-12-12,gpf1011
