10
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
6,Mylene BRODEUR / John MATTATALL,CAN,0,50.76,29.32,21.44,0.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,Ref,Scores of Panel
1,3T,,4.0,False,-2.0,-2,-2,-1,-2,-2,-2,-2,-2,-1,-2,,2.0
2,2FTw4,,4.5,False,0.1,1,-2,0,0,0,1,1,0,0,1,,4.6
3,3LoTh,,5.0,False,-0.7,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,,4.3
4,FCCoSp4,,3.5,False,-0.12,0,0,1,0,-1,0,1,-1,0,-1,,3.38
5,PCoSp4,,4.5,False,0.0,0,0,0,0,0,0,0,0,0,0,,4.5
6,SpSq4,,3.4,False,0.0,0,0,0,0,0,1,1,0,0,0,,3.4
7,3Li4,,4.0,False,0.0,1,0,0,1,-2,1,-1,0,-1,0,,4.0
8,FiDs2,,3.0,False,0.14,0,0,0,1,0,1,0,0,0,1,,3.14
,,,31.9,,,,,,,,,,,,,,29.32
,Program Components,,,,Factor
,Skating Skills  ,,,,0.8,5.5,6.0,6.0,5.5,5.75,5.5,6.5,5.25,6.25,5.75,,5.7
,Transition / Linking Footwork  ,,,,0.8,4.75,5.25,5.5,5.0,5.0,5.0,5.25,5.0,5.25,4.75,,5.0
,Performance / Execution  ,,,,0.8,5.25,5.75,6.25,5.5,5.75,5.25,6.25,5.25,5.5,5.5,,5.5
,Choreography / Composition  ,,,,0.8,5.25,5.5,5.5,5.25,5.5,5.25,6.0,5.25,5.25,5.0,,5.3
,Interpretation  ,,,,0.8,5.0,5.5,6.0,5.25,5.25,5.25,5.5,5.25,5.75,5.25,,5.3
,,,,,,,,,,,,,,,,,21.44
