ISU GP NHK Trophy 2009,,,,,
PAIRS SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
1 Yuko KAVAGUTI / Alexander SMIRNOV RUS  7,68.90  38.94,,29.96,0.00,
"# Executed Base GOE",The Judges Panel,,,Scores,
Elements Value,(in random order),,,of Panel,
1 3T  4.00  1.20 1 2 1,1 2 2 1,,0 1,5.20,
2 3LzTw1  5.00  0.42 0 1 1,1 1 0 0,,0 1,5.42,
3 3LoTh  5.00  1.40 2 2 2,2 2 2 1,,2 2,6.40,
4 4Li4  4.00  0.70 1 1 2,2 2 2 1,,1 2,4.70,
Info,,,Info,,Info
5 SlSt3  3.30  0.50 1 2 1,1 1 1 1,,1 1,3.80,
6 BoDs3  4.00  0.42 1 0 1,1 1 0 0,,0 1,4.42,
7 FCCoSp4  3.50  0.60 2 1 1,2 1 1 1,,0 1,4.10,
8 PCoSp4  4.50  0.40 1 1 1,2 1 1 0,,0 1,4.90,
33.30,,,,38.94,
Program Components Factor,,,,,
Skating Skills  0.80 7.75 7.50 7.25,7.75 8.00 8.75 7.25,,7.00 7.75,7.60,
Transition / Linking Footwork  0.80 7.50 7.25 7.25,7.50 7.50 8.50 6.50,,6.75 7.00,7.20,
Performance / Execution  0.80 7.50 7.50 7.75,7.75 8.00 8.50 7.50,,7.00 7.50,7.55,
Choreography / Composition  0.80 7.75 7.50 8.00,7.75 8.00 8.50 7.00,,6.75 7.75,7.55,
Interpretation  0.80 7.50 7.75 7.25,7.75 8.00 8.50 7.25,,6.75 7.50,7.55,
Judges Total Program Component Score (factored),,,,29.96,
Deductions:,,,,0.00,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
2 Qing PANG / Jian TONG CHN  8,67.30  37.74,,30.56,-1.00,
"# Executed Base GOE",The Judges Panel,,,Scores,
Elements Value,(in random order),,,of Panel,
1 3T  4.00 -1.00 -1 -1 -1,-1 -1 -1 0,,-2 -1,3.00,
2 3LzTw1  5.00  1.52 3 2 2,1 2 2 3,,2 2,6.52,
3 3LoTh  5.00  1.64 3 2 3,2 2 2 3,,3 1,6.64,
4 BoDs3  4.00  0.98 1 1 2,0 2 1 2,,2 2,4.98,
5 FCCoSp4  3.50  0.10 1 -1 -1,0 0 0 1,,0 0,3.60,
6 4Li4  4.00  0.60 2 0 2,1 1 2 1,,1 1,4.60,
7 SlSt3  3.30  0.40 1 0 0,1 1 0 2,,1 1,3.70,
8 PCoSp4  4.50  0.20 0 0 1,0 0 1 1,,1 0,4.70,
33.30,,,,37.74,
Program Components Factor,,,,,
Skating Skills  0.80 7.75 7.50 7.25,7.50 8.00 7.75 8.25,,7.50 8.75,7.70,
Transition / Linking Footwork  0.80 7.50 7.25 7.75,7.00 7.75 7.50 8.00,,7.00 8.25,7.40,
Performance / Execution  0.80 7.50 8.25 7.50,7.25 7.75 7.75 8.25,,7.25 8.25,7.70,
Choreography / Composition  0.80 7.50 7.75 8.00,7.25 7.75 7.50 8.25,,7.50 8.50,7.60,
Interpretation  0.80 7.75 8.00 7.50,7.25 8.25 7.50 8.50,,7.50 8.50,7.80,
Judges Total Program Component Score (factored),,,,30.56,
Deductions: Time violation: -1.00,,,,-1.00,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
3 Caydee DENNEY / Jeremy BARRETT USA  1,55.20  33.08,,22.12,0.00,
"# Executed Base GOE",The Judges Panel,,,Scores,
Elements Value,(in random order),,,of Panel,
