Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Brian JOUBERT,FRA,232.7,1,85.35,1,147.35,2009-11-08,gpjpn09
2,Johnny WEIR,USA,217.7,3,78.35,3,139.35,2009-11-08,gpjpn09
3,Michal BREZINA,CZE,217.48,6,70.8,2,146.68,2009-11-08,gpjpn09
4,Daisuke TAKAHASHI,JPN,214.29,4,78.18,4,136.11,2009-11-08,gpjpn09
5,Jeremy ABBOTT,USA,208.45,2,83.0,6,125.45,2009-11-08,gpjpn09
6,Adam RIPPON,USA,197.61,8,67.15,5,130.46,2009-11-08,gpjpn09
7,Takahiko KOZUKA,JPN,186.0,5,74.05,10,111.95,2009-11-08,gpjpn09
8,Artem BORODULIN,RUS,181.62,7,69.49,9,112.13,2009-11-08,gpjpn09
9,Daisuke MURAKAMI,JPN,181.04,9,66.78,8,114.26,2009-11-08,gpjpn09
10,Jeremy TEN,CAN,178.87,12,61.69,7,117.18,2009-11-08,gpjpn09
11,Vaughn CHIPEUR,CAN,176.36,10,66.55,12,109.81,2009-11-08,gpjpn09
12,Kristoffer BERNTSSON,SWE,176.01,11,64.64,11,111.37,2009-11-08,gpjpn09
