Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Takahiko KOZUKA,JPN,226.18,3,80.1,1,146.08,2008-10-26,gpusa08
2,Johnny WEIR,USA,225.2,2,80.55,2,144.65,2008-10-26,gpusa08
3,Evan LYSACEK,USA,223.21,1,81.3,3,141.91,2008-10-26,gpusa08
4,Kevin REYNOLDS,CAN,204.89,4,67.18,4,137.71,2008-10-26,gpusa08
5,Shawn SAWYER,CAN,199.98,6,64.14,5,135.84,2008-10-26,gpusa08
6,Alexander USPENSKI,RUS,177.81,7,59.63,6,118.18,2008-10-26,gpusa08
7,Adrian SCHULTHEISS,SWE,177.26,5,64.4,9,112.86,2008-10-26,gpusa08
8,Adam RIPPON,USA,174.82,8,59.6,7,115.22,2008-10-26,gpusa08
9,Igor MACYPURA,SVK,169.61,9,54.58,8,115.03,2008-10-26,gpusa08
10,Ian MARTINEZ,CAN,155.18,10,50.68,10,104.5,2008-10-26,gpusa08
