Rank,Name,Nation,Points,Short Rank,Short Score,OD Rank,OD Score,Free Rank,Free Score,Date,Event
1,Isabelle DELOBEL / Olivier SCHOENFELDER,FRA,187.64,1,38.49,1,58.26,2,90.89,2008-10-26,gpusa08
2,Tanith BELBIN / Benjamin AGOSTO,USA,186.53,2,37.63,3,57.47,1,91.43,2008-10-26,gpusa08
3,Sinead KERR / John KERR,GBR,180.2,3,34.37,2,57.74,4,88.09,2008-10-26,gpusa08
4,Emily SAMUELSON / Evan BATES,USA,175.66,5,31.81,4,55.01,3,88.84,2008-10-26,gpusa08
5,Pernelle CARRON / Mathieu JOST,FRA,166.92,4,32.26,5,52.74,5,81.92,2008-10-26,gpusa08
6,Ekaterina RUBLEVA / Ivan SHEFER,RUS,159.03,7,28.41,7,50.37,6,80.25,2008-10-26,gpusa08
7,Jane SUMMERSETT / Todd GILLES,USA,156.62,8,27.5,6,50.51,7,78.61,2008-10-26,gpusa08
8,Katherine COPELY / Deividas STAGNIUNAS,LTU,156.28,6,29.78,8,48.38,8,78.12,2008-10-26,gpusa08
9,Allie HANN-MCCURDY / Michael CORENO,CAN,142.95,9,25.74,9,45.44,9,71.77,2008-10-26,gpusa08
