Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Yu-Na KIM,KOR,193.45,1,69.5,1,123.95,2008-10-26,gpusa08
2,Yukari NAKANO,JPN,172.53,3,57.46,2,115.07,2008-10-26,gpusa08
3,Miki ANDO,JPN,168.42,2,57.8,3,110.62,2008-10-26,gpusa08
4,Rachael FLATT,USA,155.73,5,54.92,4,100.81,2008-10-26,gpusa08
5,Mirai NAGASU,USA,142.9,4,56.42,7,86.48,2008-10-26,gpusa08
6,Susanna POYKIO,FIN,142.14,8,47.82,5,94.32,2008-10-26,gpusa08
7,Mira LEUNG,CAN,136.16,10,45.74,6,90.42,2008-10-26,gpusa08
8,Kimmie MEISSNER,USA,135.92,6,54.9,9,81.02,2008-10-26,gpusa08
9,Yan LIU,CHN,128.12,9,46.96,8,81.16,2008-10-26,gpusa08
10,Annette DYTRT,GER,116.83,7,48.32,11,68.51,2008-10-26,gpusa08
11,Tugba KARADEMIR,TUR,113.91,11,41.26,10,72.65,2008-10-26,gpusa08
12,Valentina MARCHEI,ITA,WD,WD,WD,WD,WD,2008-10-26,gpusa08
