Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Daisuke TAKAHASHI,JPN,234.79,1,78.04,1,156.75,2010-10-24,gpjpn2010
2,Jeremy ABBOTT,USA,218.19,2,74.62,3,143.57,2010-10-24,gpjpn2010
3,Florent AMODIO,FRA,213.77,4,70.01,2,143.76,2010-10-24,gpjpn2010
4,Yuzuru HANYU,JPN,207.72,5,69.31,4,138.41,2010-10-24,gpjpn2010
5,Shawn SAWYER,CAN,193.8,3,70.15,8,123.65,2010-10-24,gpjpn2010
6,Takahito MURA,JPN,191.85,9,63.2,6,128.65,2010-10-24,gpjpn2010
7,Jialiang WU,CHN,189.58,8,64.06,7,125.52,2010-10-24,gpjpn2010
8,Kevin VAN DER PERREN,BEL,189.41,11,55.31,5,134.1,2010-10-24,gpjpn2010
9,Ross MINER,USA,186.62,7,64.85,10,121.77,2010-10-24,gpjpn2010
10,Adrian SCHULTHEISS,SWE,181.47,10,62.24,11,119.23,2010-10-24,gpjpn2010
11,Jeremy TEN,CAN,176.48,12,54.48,9,122.0,2010-10-24,gpjpn2010
12,Denis TEN,KAZ,171.68,6,68.74,12,102.94,2010-10-24,gpjpn2010
