12
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
21,Mathieu WILSON,NZL,0,28.44,12.4,17.04,1.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,11,12,Ref,Scores of Panel
1,3F<,,1.7,False,-1.0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,,0.7
2,3T<+COMBO,,1.3,False,-1.0,-3,-3,-3,-3,-3,-3,-3,-3,-1,-3,-3,-3,,0.3
3,FSSp1,,1.7,False,-0.77,-3,-2,-2,-3,-2,-2,-3,-3,-1,-2,-2,-3,,0.93
4,CiSt2,,2.3,False,-0.09,0,-1,0,0,-1,-1,0,-1,0,0,-1,0,,2.21
5,1A,,0.8,False,-0.5,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,,0.3
6,CCoSp3,,3.0,False,-0.21,-1,-1,-2,-2,0,-1,-1,-2,-1,0,-1,0,,2.79
7,SlSt2,,2.3,False,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,2.3
8,CSSp4,,3.0,False,-0.13,0,-1,0,-1,-2,0,-1,-1,0,-1,0,0,,2.87
,,,16.1,,,,,,,,,,,,,,,,12.4
,Program Components,,,,Factor
,Skating Skills ,,,,1.0,2.75,3.5,3.25,3.75,3.25,3.5,3.5,3.75,3.5,3.5,3.5,3.75,,3.5
,Transition / Linking Footwork ,,,,1.0,2.5,3.25,3.0,3.75,3.0,3.25,3.0,3.5,3.25,3.75,3.5,3.5,,3.32
,Performance / Execution ,,,,1.0,3.0,3.25,3.25,4.0,3.25,2.75,3.25,3.25,3.25,3.5,3.25,3.25,,3.25
,Choreography / Composition ,,,,1.0,2.75,3.5,3.5,3.75,3.5,3.75,3.25,3.5,3.5,4.0,3.75,3.75,,3.61
,Interpretation ,,,,1.0,2.5,3.25,3.5,3.5,3.25,3.25,3.5,3.5,3.25,4.0,3.25,3.5,,3.36
,,,,,,,,,,,,,,,,,,,17.04
Deduction,Falls,-1.0
