Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Meryl DAVIS / Charlie WHITE,USA,156.68,1,63.62,1,93.06,2010-11-14,gpusa2010
2,Vanessa CRONE / Paul POIRIER,CAN,149.08,2,60.41,2,88.67,2010-11-14,gpusa2010
3,Maia SHIBUTANI / Alex SHIBUTANI,USA,144.81,4,56.46,3,88.35,2010-11-14,gpusa2010
4,Kaitlyn WEAVER / Andrew POJE,CAN,142.34,3,59.48,4,82.86,2010-11-14,gpusa2010
5,Ekaterina RIAZANOVA / Ilia TKACHENKO,RUS,137.14,5,55.52,5,81.62,2010-11-14,gpusa2010
6,Lynn KRIENGKRAIRUT / Logan GIULIETTI-SCHMITT,USA,130.72,6,52.13,6,78.59,2010-11-14,gpusa2010
7,Cathy REED / Chris REED,JPN,113.39,8,44.4,7,68.99,2010-11-14,gpusa2010
8,Penny COOMES / Nicholas BUCKLAND,GBR,111.29,7,49.43,8,61.86,2010-11-14,gpusa2010
9,Stefanie FROHBERG / Tim GIESEN,GER,104.18,9,44.03,9,60.15,2010-11-14,gpusa2010
