12
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
17,Anastasia GREBENKINA / Vazgen AZROJAN,ARM,0,25.41,13.81,12.6,1.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,11,12,Ref,Scores of Panel
1,1S1,,2.3,False,0.14,0,0,0,0,0,0,1,1,0,0,1,1,,2.44
2,1S2,,2.8,False,0.0,0,0,0,-1,0,0,0,0,0,0,0,0,,2.8
3,1S3,,1.6,False,-1.43,-3,-3,-3,-3,-2,-3,-3,-3,-3,-3,-3,-2,,0.17
4,2S1,,2.8,False,0.1,0,0,0,0,1,0,1,0,-1,0,0,0,,2.9
5,2S2,,3.5,False,0.0,1,0,0,-1,0,0,0,0,-1,0,0,0,,3.5
6,2S3,,2.0,False,0.0,0,0,0,0,0,0,1,-1,-1,0,0,0,,2.0
,,,15.0,,,,,,,,,,,,,,,,13.81
,Program Components,,,,Factor
,Skating Skills  ,,,,0.75,4.0,4.5,5.0,4.75,5.5,5.75,5.0,3.5,4.75,5.5,4.5,5.25,,5.0
,Timing  ,,,,0.75,4.0,4.0,5.25,4.5,6.0,5.5,6.0,4.0,4.5,5.0,5.5,5.25,,5.07
,Performance / Execution  ,,,,0.5,5.0,4.5,4.5,4.0,5.75,5.5,5.5,4.0,4.5,5.25,5.0,5.0,,4.96
,Interpretation  ,,,,0.5,4.75,4.75,4.5,4.75,6.0,5.75,5.75,4.25,4.75,5.25,5.25,5.25,,5.14
,,,,,,,,,,,,,,,,,,,12.6
Deduction,Falls,-1.0
