Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Stephane LAMBIEL,SUI,210.7,7,64.45,1,146.25,2006-11-05,gpcan06
2,Daisuke TAKAHASHI,JPN,208.21,1,78.8,2,129.41,2006-11-05,gpcan06
3,Johnny WEIR,USA,198.7,2,76.28,4,122.42,2006-11-05,gpcan06
4,Shawn SAWYER,CAN,195.17,6,66.75,3,128.42,2006-11-05,gpcan06
5,Tomas VERNER,CZE,192.15,3,71.3,5,120.85,2006-11-05,gpcan06
6,Yannick PONSERO,FRA,189.46,4,69.05,6,120.41,2006-11-05,gpcan06
7,Vaughn CHIPEUR,CAN,184.06,5,67.24,7,116.82,2006-11-05,gpcan06
8,Marc Andre CRAIG,CAN,168.32,8,61.33,10,106.99,2006-11-05,gpcan06
9,Jamal OTHMAN,SUI,167.22,11,56.3,8,110.92,2006-11-05,gpcan06
10,Sergei VORONOV,RUS,165.73,9,58.35,9,107.38,2006-11-05,gpcan06
11,Geoffry VARNER,USA,148.57,10,57.15,11,91.42,2006-11-05,gpcan06
