Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Joannie ROCHETTE,CAN,173.86,5,55.6,1,118.26,2006-11-05,gpcan06
2,Fumie SUGURI,JPN,168.76,2,58.52,2,110.24,2006-11-05,gpcan06
3,Yu-Na KIM,KOR,168.48,1,62.68,4,105.8,2006-11-05,gpcan06
4,Alissa CZISNY,USA,163.69,4,56.12,3,107.57,2006-11-05,gpcan06
5,Susanna POYKIO,FIN,161.58,3,57.62,5,103.96,2006-11-05,gpcan06
6,Mira LEUNG,CAN,150.92,6,52.14,7,98.78,2006-11-05,gpcan06
7,Yoshie ONDA,JPN,146.95,11,43.16,6,103.79,2006-11-05,gpcan06
8,Binshu XU,CHN,142.7,7,48.82,8,93.88,2006-11-05,gpcan06
9,Lesley HAWKER,CAN,136.68,8,45.02,9,91.66,2006-11-05,gpcan06
10,Alisa DREI,FIN,121.65,12,40.46,10,81.19,2006-11-05,gpcan06
11,Tugba KARADEMIR,TUR,112.09,9,44.14,11,67.95,2006-11-05,gpcan06
12,Katy TAYLOR,USA,110.57,10,43.16,12,67.41,2006-11-05,gpcan06
