Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Denis TEN,KAZ,289.46,1,97.61,1,191.85,2015-02-15,fc2015
2,Joshua FARRIS,USA,260.01,5,84.29,2,175.72,2015-02-15,fc2015
3,Han YAN,CHN,259.47,3,87.34,4,172.13,2015-02-15,fc2015
4,Daisuke MURAKAMI,JPN,256.47,6,82.86,3,173.61,2015-02-15,fc2015
5,Shoma UNO,JPN,256.45,2,88.9,5,167.55,2015-02-15,fc2015
6,Jason BROWN,USA,243.21,9,75.86,6,167.35,2015-02-15,fc2015
7,Takahito MURA,JPN,235.75,4,84.88,7,150.87,2015-02-15,fc2015
8,Misha GE,UZB,226.2,7,82.25,9,143.95,2015-02-15,fc2015
9,Yi WANG,CHN,214.76,10,72.83,11,141.93,2015-02-15,fc2015
10,Adam RIPPON,USA,212.3,12,68.37,10,143.93,2015-02-15,fc2015
11,Nam NGUYEN,CAN,209.33,14,63.78,8,145.55,2015-02-15,fc2015
12,Jeremy TEN,CAN,207.75,8,77.09,14,130.66,2015-02-15,fc2015
13,Ronald LAM,HKG,202.81,13,63.89,12,138.92,2015-02-15,fc2015
14,Liam FIRUS,CAN,199.81,11,70.21,16,129.6,2015-02-15,fc2015
15,Jin Seo KIM,KOR,199.64,17,61.53,13,138.11,2015-02-15,fc2015
16,Denis MARGALIK,ARG,191.25,18,60.81,15,130.44,2015-02-15,fc2015
17,Brendan KERRY,AUS,181.25,16,63.23,18,118.02,2015-02-15,fc2015
18,June Hyoung LEE,KOR,180.06,15,63.35,19,116.71,2015-02-15,fc2015
19,Chih-I TSAO,TPE,178.46,21,55.27,17,123.19,2015-02-15,fc2015
20,Abzal RAKIMGALIEV,KAZ,168.1,19,57.54,20,110.56,2015-02-15,fc2015
21,Yuhang GUAN,CHN,162.51,22,54.99,21,107.52,2015-02-15,fc2015
22,Julian Zhi Jie YEE,MAS,157.35,20,57.02,22,100.33,2015-02-15,fc2015
23,Se Jong BYUN,KOR,154.2,23,54.2,23,100.0,2015-02-15,fc2015
24,Harry Hau Yin LEE,HKG,134.1,24,51.1,24,83.0,2015-02-15,fc2015
25,Andrew DODDS,AUS,46.91,25,46.91,DNQ,DNQ,2015-02-15,fc2015
26,Jui-Shu CHEN,TPE,44.48,26,44.48,DNQ,DNQ,2015-02-15,fc2015
