ISU Grand Prix of Figure Skating Final 2016,,,,,
PAIRS FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
Transitions  1.60  8.25  8.25  8.75  9.00  8.75,8.25  8.50,,8.75  8.25,8.50,
Performance  1.60  8.50  8.50  8.50  8.50  8.50,8.25  8.75,,8.50  8.00,8.46,
Composition  1.60  8.50  8.75  8.75  8.75  8.75,8.50  8.75,,8.75  8.25,8.68,
Interpretation of the Music  1.60  8.50  8.75  9.00  8.50  8.75,8.75  8.75,,8.50  8.00,8.64,
Judges Total Program Component Score (factored),,,,68.56,
Deductions,,,,0.00,
"<<  Downgraded jump",,,,,
ISU Grand Prix of Figure Skating Final 2016,,,,,
PAIRS FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
Starting Total,Total,,Total,Total,
Rank Name Nation Number Segment,Element,,Program  Component,Deductions,
Score,Score,,Score (factored),,
3 Xiaoyu YU / Hao ZHANG CHN  5  131.37,63.64,,68.73,1.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5 InfoJ6",J7,,J8 J9 Ref,,Info
Elements Value,,,,Panel,
1 3Tw4  6.60  2.10 3 3 3 3 3,3 3,,3 2,8.70,
2 3T<+2T <  4.30 -2.10 -3 -3 -3 -2 -3,-3 -3,,-3 -3,2.20,
3 2A  3.30  0.64 1 2 1 1 2,2 1,,1 1,3.94,
4 ChSq1  2.00  1.30 3 2 2 1 2,1 2,,2 2,3.30,
5 3LoTh  5.00  1.70 3 2 3 2 3,2 2,,3 2,6.70,
6 BoDs4  4.50  1.30 2 2 1 2 3,2 2,,2 1,5.80,
7 5RLi4  7.50  1.30 2 2 2 2 3,1 2,,2 1,8.80,
8 3Li4  4.50  1.00 2 2 2 2 2,2 2,,2 2,5.50,
9 3STh  4.50  1.90 3 3 2 3 3,3 2,,3 2,6.40,
10 FCCoSp4  3.50  0.50 1 2 1 1 2,0 1,,1 0,4.00,
11 5ALi4  7.50  0.80 2 1 1 1 2,1 1,,1 1,8.30,
12 PCoSp  0.00  0.00 - - - - -,- -,,- -,0.00,
53.20,,,,63.64,
Program Components Factor,,,,,
Skating Skills  1.60  9.25  8.50  8.50  8.75  9.00,8.00  8.75,,8.50  8.50,8.64,
Transitions  1.60  9.25  8.25  8.25  8.75  9.00,7.75  8.50,,8.25  8.00,8.43,
Performance  1.60  9.50  8.50  8.50  9.00  9.25,8.25  8.50,,8.25  8.25,8.61,
Composition  1.60  9.50  8.50  8.25  8.75  9.25,8.00  8.75,,8.50  8.50,8.64,
Interpretation of the Music  1.60  9.25  8.25  8.75  8.75  9.25,8.50  8.75,,8.25  8.25,8.64,
Judges Total Program Component Score (factored),,,,68.73,
Deductions Falls: -1.00,,,,-1.00,
"<  Under-rotated jump",,,,,
Starting Total,Total,,Total,Total,
Rank Name Nation Number Segment,Element,,Program  Component,Deductions,
Score,Score,,Score (factored),,
4 Julianne SEGUIN / Charlie BILODEAU CAN  1  125.99,62.69,,64.30,1.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5",J6 J7,,J8 J9 Ref,,
Elements Value,,,,Panel,
1 3Tw3  6.20  0.80 1 2 1 1 1,2 1,,0 1,7.00,
2 3T+COMBO  4.30 -2.10 -3 -3 -3 -3 -3,-3 -3,,-3 -3,2.20,
3 3Li4  4.50  0.71 1 2 1 1 2,2 1,,2 1,5.21,
4 3S  4.40  0.70 2 1 1 0 1,1 1,,1 1,5.10,
5 FCCoSp4  3.50  0.43 1 1 0 1 1,1 1,,1 0,3.93,
6 5SLi4  6.50  0.71 1 2 1 1 2,2 2,,1 1,7.21,
7 ChSq1  2.00  0.80 2 2 1 1 1,1 1,,1 1,2.80,
8 3FTh  5.50  1.10 2 2 2 2 1,0 2,,1 1,6.60,
9 FiDs4  3.50  0.70 2 1 1 2 1,0 1,,0 1,4.20,
10 3LoTh  5.00  1.40 2 2 2 2 2,2 2,,2 2,6.40,
11 5ALi4  7.50  0.90 2 1 1 1 1,2 2,,1 1,8.40,
12 PCoSp3V  3.00  0.64 2 1 1 1 1,2 2,,1 1,3.64,
55.90,,,,62.69,
Program Components Factor,,,,,
Skating Skills  1.60  8.25  8.25  8.00  7.75  8.50,8.00  8.25,,7.75  7.75,8.04,
Transitions  1.60  8.00  7.75  8.00  7.75  8.00,8.00  8.00,,8.50  7.25,7.93,
Performance  1.60  8.25  8.00  7.75  7.50  8.25,8.50  8.50,,8.00  7.50,8.04,
Composition  1.60  8.25  8.00  7.75  7.50  8.00,8.00  8.50,,8.25  7.75,8.00,
Interpretation of the Music  1.60  8.25  8.25  8.00  7.50  8.25,8.75  8.75,,8.25  7.25,8.18,
Judges Total Program Component Score (factored),,,,64.30,
Deductions Falls: -1.00,,,,-1.00,
ISU Grand Prix of Figure Skating Final 2016,,,,,
PAIRS FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
5 Natalia ZABIIAKO / Alexander ENBERT RUS  2  122.53,,61.27,61.26,0.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5",,InJf6o J7,J8 J9 Ref,,Info
Elements Value,,,,Panel,
1 3Tw2  5.80  0.60 1 2 1 1 0,,1 0,1 1,6.40,
2 3T+2T+2Lo  7.40  0.30 0 1 1 0 0,,1 1,0 0,7.70,
3 2ATh  4.00  0.70 1 2 1 1 0,,1 1,1 1,4.70,
4 2S  1.30  0.00 0 0 0 0 0,,0 0,0 0,1.30,
5 4Li3  4.00  0.50 2 1 1 1 0,,1 1,1 1,4.50,
6 FCCoSp4  3.50  0.57 2 1 1 1 0,,1 1,2 1,4.07,
7 3LoTh  5.00  0.50 1 1 0 1 0,,1 1,0 1,5.50,
8 5RLi4  7.50  1.00 2 2 1 1 1,,2 2,0 1,8.50,
9 BoDs2  3.50  0.60 1 1 1 0 0,,2 1,1 1,4.10,
10 ChSq1  2.00  0.30 2 1 0 0 1,,0 1,0 0,2.30,
11 5ALi4  7.50  0.70 1 1 1 1 1,,1 2,1 1,8.20,
12 PCoSp3  4.00  0.00 0 0 0 0 -1,,0 0,0 1,4.00,
55.50,,,,61.27,
Program Components Factor,,,,,
Skating Skills  1.60  7.75  8.00  7.75  7.50  7.75,,7.50  7.75,7.75  7.75,7.71,
Transitions  1.60  7.50  7.50  7.50  7.50  7.25,,7.25  7.50,7.50  8.00,7.46,
Performance  1.60  7.50  7.50  7.75  7.50  7.50,,8.25  7.75,7.50  7.75,7.61,
Composition  1.60  8.00  7.75  7.50  7.75  7.75,,7.75  8.00,7.75  8.00,7.82,
Interpretation of the Music  1.60  7.50  7.50  7.50  7.50  7.50,,8.00  8.00,7.75  8.00,7.68,
Judges Total Program Component Score (factored),,,,61.26,
Deductions,,,,0.00,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
6 Cheng PENG / Yang JIN CHN  3  112.35,,54.97,59.38,2.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5",,J6 J7,J8 J9 Ref,,
Elements Value,,,,Panel,
1 2A< <  2.30 -1.50 -3 -3 -3 -3 -3,,-3 -3,-3 -3,0.80,
2 3T<+COMBO <  3.00 -2.10 -3 -3 -3 -3 -3,,-3 -3,-3 -3,0.90,
3 3Tw3  6.20  1.00 2 2 0 1 2,,1 1,2 1,7.20,
4 BoDs4  4.50  1.00 2 1 1 2 2,,2 1,1 0,5.50,
5 5RLi4  7.50  1.20 2 2 2 2 2,,1 1,2 1,8.70,
6 3LoTh  5.00  1.40 2 2 2 2 2,,2 2,2 1,6.40,
7 ChSq1  2.00  1.00 3 1 1 1 2,,2 1,2 1,3.00,
8 FCCoSp3  3.00  0.57 2 1 1 2 1,,1 1,1 1,3.57,
9 3STh  4.50  0.00 0 0 0 1 0,,-1 0,0 0,4.50,
10 5ALi2  6.50 -2.10 -3 -3 -3 -3 -3,,-2 -3,-3 -3,4.40,
11 3Li4  4.50  0.50 1 1 1 1 1,,1 1,1 0,5.00,
12 PCoSp4  4.50  0.50 1 0 1 1 1,,1 1,1 1,5.00,
53.50,,,,54.97,
Program Components Factor,,,,,
Skating Skills  1.60  8.00  7.75  7.50  7.50  8.50,,7.00  7.50,6.75  7.50,7.54,
Transitions  1.60  7.75  7.50  7.00  8.00  7.75,,7.00  7.00,7.25  7.00,7.32,
Performance  1.60  7.50  7.25  6.75  7.50  7.75,,7.50  7.25,6.50  6.75,7.21,
Composition  1.60  8.50  7.50  7.00  7.75  8.00,,7.75  7.50,7.50  7.25,7.61,
Interpretation of the Music  1.60  8.00  7.50  7.00  7.50  7.75,,8.00  7.25,7.00  6.75,7.43,
Judges Total Program Component Score (factored),,,,59.38,
Deductions Falls: -2.00,,,,-2.00,
"<  Under-rotated jump",,,,,
printed: 09.12.2016 21:28:55,,,,,
