ISU Grand Prix of Figure Skating Final 2016,,,,
PAIRS SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,
2 3Lz  6.00 -0.90 -1 -1 -2 -2 -2,-1 -1,-1 -1,5.10,
3 3ATh< <  5.40 -3.00 -3 -3 -3 -3 -3,-3 -3,-3 -3,2.40,
4 5ALi4  7.50  1.30 1 2 1 2 2,2 2,2 2,8.80,
5 FCCoSp4  3.50  1.14 2 3 2 3 2,3 2,2 2,4.64,
6 StSq4  3.90  1.30 1 2 2 2 2,1 2,2 2,5.20,
7 BiDs4  3.50  1.40 2 2 2 2 2,2 2,2 2,4.90,
36.00,,,38.44,
Program Components Factor,,,,
Skating Skills  0.80  8.50  9.50  8.50  8.50  8.75,8.75  8.50,8.50  8.75,8.61,
Transitions  0.80  8.25  9.50  8.00  8.50  8.50,8.25  8.25,8.25  8.75,8.39,
Performance  0.80  8.25  9.75  8.00  8.25  8.75,8.50  8.25,8.50  8.50,8.43,
Composition  0.80  8.50  9.25  8.25  8.75  8.50,8.50  8.75,8.50  8.50,8.57,
Interpretation of the Music  0.80  8.50  9.25  8.25  8.50  8.75,8.75  8.25,8.50  8.25,8.50,
Judges Total Program Component Score (factored),,,34.00,
Deductions Falls: -1.00,,,-1.00,
"<  Under-rotated jump",,,,
Starting Total,Total,Total,Total,
Rank Name Nation Number Segment,Element,Program  Component,Deductions,
Score,Score,Score (factored),,
4 Cheng PENG / Yang JIN CHN  1  70.84,38.70,32.14,0.00,
Executed Base,,,Scores of,
"# GOE J1 J2 J3 J4 J5",J6 J7,J8 J9 Ref,,
Elements Value,,,Panel,
1 3T  4.30  0.80 1 1 1 1 2,1 1,1 2,5.10,
2 3LoTh  5.00  1.40 2 2 2 2 2,2 1,2 2,6.40,
3 3Tw3  6.20  1.00 2 1 3 2 2,1 1,1 1,7.20,
4 BiDs4  3.50  0.90 2 1 1 1 1,2 1,0 2,4.40,
5 StSq3  3.30  0.71 2 1 2 2 1,1 1,1 2,4.01,
6 FCCoSp3  3.00  0.29 1 0 1 1 0,0 1,0 1,3.29,
7 5RLi4  7.50  0.80 1 1 2 1 2,1 0,1 1,8.30,
32.80,,,38.70,
Program Components Factor,,,,
Skating Skills  0.80  8.25  7.75  8.25  8.00  8.25,8.00  7.50,7.50  7.75,7.93,
Transitions  0.80  8.00  7.75  8.25  7.75  7.75,8.00  7.25,7.25  7.75,7.75,
Performance  0.80  8.75  8.25  8.50  8.50  8.25,8.25  7.75,7.75  8.00,8.21,
Composition  0.80  8.50  7.75  8.75  8.25  8.25,8.25  7.75,7.50  7.75,8.07,
Interpretation of the Music  0.80  8.75  8.00  8.50  8.50  8.25,8.25  7.50,7.75  8.25,8.21,
Judges Total Program Component Score (factored),,,32.14,
Deductions,,,0.00,
ISU Grand Prix of Figure Skating Final 2016,,,,
PAIRS SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,
Starting Total,Total,Total,Total,
Rank Name Nation Number Segment,Element,Program  Component,Deductions,
Score,Score,Score (factored),,
5 Natalia ZABIIAKO / Alexander ENBERT RUS  4  65.79,34.40,31.39,0.00,
Executed Base,,,Scores of,
"# GOE J1 J2 J3 J4 J5",J6 J7,IJn8f o J9 Ref,,Info
Elements Value,,,Panel,
1 3Tw1  5.40  0.50 1 1 0 2 1,-1 1,0 1,5.90,
2 3T  4.30 -0.20 0 0 -1 -1 0,-1 0,0 1,4.10,
3 3LoTh  5.00 -0.90 -1 -2 -1 -2 -1,-2 -1,-1 -1,4.10,
4 FCCoSp4  3.50  0.79 2 1 1 2 2,2 1,1 2,4.29,
5 5RLi4  7.50  0.80 2 1 1 1 1,1 1,1 2,8.30,
6 StSq3  3.30  0.71 1 1 2 2 2,1 1,1 2,4.01,
7 BiDs2  3.00  0.70 1 1 1 1 1,1 1,1 2,3.70,
32.00,,,34.40,
Program Components Factor,,,,
Skating Skills  0.80  7.75  7.75  8.00  7.75  8.00,7.75  8.25,8.00  7.75,7.86,
Transitions  0.80  7.50  7.50  7.50  8.00  7.75,7.25  8.00,7.75  7.50,7.64,
Performance  0.80  8.00  7.75  7.75  7.75  8.00,7.50  8.00,8.00  8.25,7.89,
Composition  0.80  7.75  7.75  8.00  7.75  8.25,7.50  8.25,8.00  8.00,7.93,
Interpretation of the Music  0.80  8.25  7.75  8.25  8.25  7.75,7.75  8.00,7.75  7.75,7.93,
Judges Total Program Component Score (factored),,,31.39,
Deductions,,,0.00,
Starting Total,Total,Total,Total,
Rank Name Nation Number Segment,Element,Program  Component,Deductions,
Score,Score,Score (factored),,
6 Julianne SEGUIN / Charlie BILODEAU CAN  5  60.86,31.49,31.37,2.00,
Executed Base,,,Scores of,
"# GOE J1 J2 J3 J4 J5",J6 J7,J8 J9 Ref,,
Elements Value,,,Panel,
1 3Tw3  6.20  0.60 1 1 1 1 2,1 0,0 1,6.80,
2 3S< <  3.10 -2.10 -3 -3 -3 -3 -3,-3 -3,-3 -2,1.00,
3 3FTh  5.50 -2.10 -3 -3 -3 -3 -3,-3 -3,-3 -3,3.40,
4 FCCoSp4  3.50  0.29 1 0 0 1 1,0 1,0 1,3.79,
5 5ALi4  7.50  1.20 2 2 2 2 2,1 1,1 2,8.70,
6 BiDs3  3.20  0.80 2 1 1 1 1,2 1,1 -1,4.00,
7 StSq3  3.30  0.50 0 1 1 1 2,0 1,1 2,3.80,
32.30,,,31.49,
Program Components Factor,,,,
Skating Skills  0.80  8.00  7.25  8.25  7.75  8.50,7.50  7.75,8.00  7.50,7.82,
Transitions  0.80  8.00  7.25  7.75  8.25  8.00,7.75  7.50,7.75  7.75,7.79,
Performance  0.80  7.75  7.75  7.50  7.50  8.25,7.50  7.25,7.50  8.00,7.64,
Composition  0.80  8.00  7.50  8.00  8.25  8.50,7.75  7.75,7.75  8.50,8.00,
Interpretation of the Music  0.80  8.25  7.50  8.25  7.75  8.50,7.50  7.75,7.75  8.50,7.96,
Judges Total Program Component Score (factored),,,31.37,
Deductions Falls: -2.00,,,-2.00,
"<  Under-rotated jump",,,,
printed: 08.12.2016 20:39:54,,,,
