ISU Grand Prix of Figure Skating Final 2016,,,,,
MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,
"# GOE J1 J2 J3 J4 J5",,J6 J7,InfoJ8 J9 Ref,,Info
Elements Value,,,,Panel,
1 4T+3T  14.60  2.43 2 3 2 2 2,,2 3,3 3,17.03,
2 4S  10.50 -2.63 -2 -2 -2 -2 -3,,-2 -2,-3 -2,7.87,
3 FUSp4  2.90  0.57 1 1 1 1 2,,2 0,0 2,3.47,
4 3A  9.35 x -2.86 -3 -3 -2 -3 -3,,-3 -3,-3 -2,6.49,
5 CCoSp3  3.00  0.50 1 1 1 0 1,,1 2,1 1,3.50,
6 CSSp4  3.00  0.79 1 1 2 1 2,,2 2,2 1,3.79,
7 StSq4  3.90  1.40 2 2 2 2 2,,2 2,2 2,5.30,
47.25,,,,47.45,
Program Components Factor,,,,,
Skating Skills  1.00  9.00  9.25  8.75  9.00  9.00,,9.00  9.00,9.25  9.25,9.07,
Transitions  1.00  8.50  9.50  9.00  8.75  9.00,,9.00  8.75,9.25  9.25,9.00,
Performance  1.00  8.75  8.75  9.00  8.50  8.25,,8.50  8.75,8.75  9.00,8.71,
Composition  1.00  9.00  9.25  9.25  9.00  9.25,,9.25  8.75,9.50  9.50,9.21,
Interpretation of the Music  1.00  9.25  9.25  9.50  9.25  9.25,,9.25  9.00,9.50  9.50,9.32,
Judges Total Program Component Score (factored),,,,45.31,
Deductions Falls: -1.00(1),,,,-1.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
4 Shoma UNO JPN  3  86.82,,44.38,43.44,1.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5",,J6 J7,J8 J9 Ref,,
Elements Value,,,,Panel,
1 4F  12.30 -0.20 0 0 0 2 -1,,-2 -1,1 0,12.10,
2 4T<<+COMBO <<  4.30 -2.10 -3 -3 -3 -3 -3,,-3 -3,-3 -3,2.20,
3 FCSp4  3.20  0.79 2 2 1 2 1,,1 2,1 2,3.99,
4 CSSp4  3.00  0.71 2 1 1 2 2,,1 2,1 1,3.71,
5 3A  9.35 x  2.57 3 3 2 3 2,,3 3,2 2,11.92,
6 StSq4  3.90  1.70 3 2 2 2 2,,3 3,1 3,5.60,
7 CCoSp4  3.50  1.36 3 2 2 3 3,,3 3,2 3,4.86,
39.55,,,,44.38,
Program Components Factor,,,,,
Skating Skills  1.00  9.00  9.00  8.50  8.75  8.25,,9.00  9.25,8.25  9.25,8.82,
Transitions  1.00  8.75  8.50  8.00  8.50  8.00,,8.50  9.25,7.75  8.75,8.43,
Performance  1.00  8.75  8.75  8.25  8.50  8.50,,8.75  9.25,8.25  8.75,8.61,
Composition  1.00  9.00  9.00  8.25  8.75  8.50,,8.75  9.50,8.50  9.00,8.79,
Interpretation of the Music  1.00  9.25  8.75  8.25  8.75  8.50,,8.75  9.50,8.50  9.00,8.79,
Judges Total Program Component Score (factored),,,,43.44,
Deductions Falls: -1.00(1),,,,-1.00,
"<<  Downgraded jumpx  Credit for highlight distribution, base value multiplied by 1.1",,,,,
ISU Grand Prix of Figure Skating Final 2016,,,,,
MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
5 Nathan CHEN USA  4  85.30,,45.62,40.68,1.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5",,J6 J7,InfoJ8 J9 Ref,,Info
Elements Value,,,,Panel,
1 4Lz+3T  17.90 -1.54 -2 -1 -2 0 -1,,-1 -2,-1 -1,16.36,
2 4F< <  8.60 -4.00 -3 -3 -3 -3 -3,,-3 -3,-3 -3,4.60,
3 CCSp3  2.80  0.36 1 0 0 1 1,,1 1,1 0,3.16,
4 3A  9.35 x  1.14 0 1 2 2 1,,1 2,1 0,10.49,
5 FSSp4  3.00  0.57 1 0 2 1 1,,1 2,1 1,3.57,
6 StSq3  3.30  1.00 2 2 2 2 2,,2 2,1 2,4.30,
7 CCoSp3  3.00  0.14 0 0 1 0 0,,0 1,1 0,3.14,
47.95,,,,45.62,
Program Components Factor,,,,,
Skating Skills  1.00  8.25  8.25  8.25  8.25  8.00,,8.25  8.50,8.00  8.00,8.18,
Transitions  1.00  8.25  8.00  8.00  7.75  7.75,,8.25  8.25,7.50  7.75,7.96,
Performance  1.00  8.25  8.00  8.00  7.75  8.00,,8.50  8.25,8.00  7.50,8.04,
Composition  1.00  8.50  8.50  8.25  8.00  8.25,,8.50  8.50,8.25  7.75,8.32,
Interpretation of the Music  1.00  8.25  8.25  8.00  8.25  8.00,,8.50  8.50,8.00  7.00,8.18,
Judges Total Program Component Score (factored),,,,40.68,
Deductions Falls: -1.00(1),,,,-1.00,
"<  Under-rotated jumpx  Credit for highlight distribution, base value multiplied by 1.1",,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
6 Adam RIPPON USA  5  83.93,,41.37,42.56,0.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5",,J6 J7,J8 J9 Ref,,
Elements Value,,,,Panel,
1 3F+3T< <  8.30 -0.40 -1 0 0 -1 -1,,-1 0,0 -1,7.90,
2 3A  8.50 -0.29 -1 -1 0 1 0,,-1 1,0 -1,8.21,
3 CCoSp4  3.50  1.00 2 2 2 2 2,,2 2,2 2,4.50,
4 3Lz  6.60 x  0.70 0 2 2 2 1,,-1 -1,1 2,7.30,
5 FCSp4  3.20  0.86 1 2 1 2 2,,2 2,1 2,4.06,
6 StSq4  3.90  1.90 2 2 3 3 3,,3 3,2 3,5.80,
7 CSSp3  2.60  1.00 0 2 2 2 2,,2 2,2 2,3.60,
36.60,,,,41.37,
Program Components Factor,,,,,
Skating Skills  1.00  8.25  8.50  8.50  8.50  8.00,,8.50  8.75,8.00  8.50,8.39,
Transitions  1.00  8.00  8.50  8.25  8.25  7.75,,8.25  8.75,8.00  7.75,8.14,
Performance  1.00  8.50  8.75  8.75  9.00  9.00,,9.00  9.00,8.50  8.75,8.82,
Composition  1.00  8.25  8.50  8.50  8.50  8.50,,8.75  8.75,8.25  7.50,8.46,
Interpretation of the Music  1.00  8.50  9.00  8.75  8.50  9.00,,9.25  9.00,8.50  8.00,8.75,
Judges Total Program Component Score (factored),,,,42.56,
Deductions,,,,0.00,
"<  Under-rotated jumpx  Credit for highlight distribution, base value multiplied by 1.1",,,,,
printed: 08.12.2016 21:58:26,,,,,
