Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Kaitlyn WEAVER / Andrew POJE,CAN,171.1,1,68.61,1,102.49,2014-11-02,gpcan2014
2,Piper GILLES / Paul POIRIER,CAN,152.6,4,57.35,2,95.25,2014-11-02,gpcan2014
3,Madison HUBBELL / Zachary DONOHUE,USA,148.23,3,59.29,3,88.94,2014-11-02,gpcan2014
4,Ksenia MONKO / Kirill KHALIAVIN,RUS,143.48,2,59.62,6,83.86,2014-11-02,gpcan2014
5,Nelli ZHIGANSHINA / Alexander GAZSI,GER,140.95,6,55.35,4,85.6,2014-11-02,gpcan2014
6,Alexandra ALDRIDGE / Daniel EATON,USA,137.37,5,56.13,7,81.24,2014-11-02,gpcan2014
7,Elisabeth PARADIS / Francois-Xavier OUELLETTE,CAN,134.48,8,50.35,5,84.13,2014-11-02,gpcan2014
8,Sara HURTADO / Adria DIAZ,ESP,127.99,7,52.43,8,75.56,2014-11-02,gpcan2014
