9
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
27,HELGESSON Viktoria,SWE,19,47.84,21.83,27.01,-1.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,Ref,Scores of Panel
1,3T+COMBO,,4.1,False,-2.1,-3,-3,-3,-3,-3,-3,-3,-3,-3,,2.0
2,3Lo,,5.1,False,-0.9,-1,-2,-1,-1,-3,-1,-2,-1,-1,,4.2
3,LSp4,,2.7,False,0.57,1,1,0,2,1,1,1,2,1,,3.27
4,2A,,3.63,True,-1.29,-3,-2,-2,-3,-3,-2,-2,-3,-3,,2.34
5,FSSp4,,3.0,False,0.36,1,1,0,0,0,1,1,1,1,,3.36
6,CCoSp2,,2.5,False,0.36,1,1,0,1,0,1,1,1,0,,2.86
7,StSq3,,3.3,False,0.5,1,1,1,2,1,1,1,1,1,,3.8
,,,24.33,,,,,,,,,,,,,21.83
,Program Components,,,,Factor
,Skating Skills  ,,,,0.8,6.25,6.75,7.0,7.5,7.0,7.5,7.5,7.25,6.75,,7.11
,Transitions / Linking Footwork / Movement  ,,,,0.8,6.0,6.25,6.25,7.0,6.25,6.75,7.0,7.0,6.5,,6.57
,Performance / Execution  ,,,,0.8,6.25,6.25,6.25,6.5,7.0,7.0,6.5,6.5,6.5,,6.5
,Choreography / Composition  ,,,,0.8,6.25,6.5,6.5,7.0,6.75,7.5,7.25,7.0,6.75,,6.82
,Interpretation  ,,,,0.8,6.0,6.25,6.5,7.25,6.75,7.5,7.0,6.75,6.75,,6.75
,,,,,,,,,,,,,,,,27.01
Deduction,Falls,-1.0
