ISU GP 2016 Skate Canada International,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
1 Evgenia MEDVEDEVA RUS  11  144.41,,72.86,71.55,0.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 Info J4 J5",,J6 J7,J8 J9 Ref,,Info
Elements Value,,,,Panel,
1 3F+3T  9.60  1.60 2 2 3 3 2,,2 3,2 2,11.20,
2 3Lz !  6.00  0.60 1 1 1 2 1,,1 0,-1 1,6.60,
3 FCCoSp4  3.50  1.00 3 1 2 2 2,,2 2,2 2,4.50,
4 StSq4  3.90  1.50 2 2 3 2 3,,2 2,2 2,5.40,
5 3Lo  5.61 x  1.20 2 1 2 2 1,,2 2,2 1,6.81,
6 3F  5.83 x  1.50 2 2 2 3 2,,2 3,2 2,7.33,
7 2A+2T+2T  6.49 x  0.57 1 1 1 2 1,,1 1,1 2,7.06,
8 3S+3T  9.57 x  0.40 1 1 1 0 0,,0 1,-1 1,9.97,
9 2A< <  2.53 x -0.50 -1 -1 -1 -1 -1,,-1 -1,-2 0,2.03,
10 ChSq1  2.00  1.40 2 1 2 3 3,,2 1,2 2,3.40,
11 CCoSp4  3.50  0.93 2 1 2 1 2,,2 2,2 2,4.43,
12 LSp4  2.70  1.43 2 2 3 3 3,,3 3,3 3,4.13,
61.23,,,,72.86,
Program Components Factor,,,,,
Skating Skills  1.60  9.25  8.75  9.25  9.00  8.50,,8.25  9.00,8.50  9.00,8.86,
Transitions  1.60  9.00  8.50  9.25  8.75  8.50,,8.50  8.75,8.75  8.75,8.71,
Performance  1.60  9.50  8.75  9.50  8.75  9.00,,9.00  9.00,9.00  9.00,9.04,
Composition  1.60  9.25  8.75  9.50  9.00  9.00,,8.50  9.00,9.00  9.25,9.04,
Interpretation of the Music  1.60  9.25  8.75  9.50  8.75  9.25,,9.00  9.25,8.75  9.25,9.07,
Judges Total Program Component Score (factored),,,,71.55,
Deductions,,,,0.00,
"<  Under-rotated jumpx  Credit for highlight distribution, base value multiplied by 1.1!  Not clear edge",,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
2 Kaetlyn OSMOND CAN  10  132.12,,65.37,67.75,1.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5",,J6 J7,J8 J9 Ref,,
Elements Value,,,,Panel,
1 3F+3T  9.60  1.60 2 2 1 3 2,,3 3,2 2,11.20,
2 2A+2T  4.60 -0.29 0 0 -1 0 -1,,0 -1,-2 -1,4.31,
3 3Lz !  6.00 -0.20 1 0 -1 0 -1,,0 0,-2 0,5.80,
4 LSp4  2.70  1.00 2 2 2 2 2,,3 2,2 2,3.70,
5 FCCoSp4  3.50  0.93 2 2 1 2 2,,2 2,2 1,4.43,
6 3Lo< <  3.96 x -2.10 -3 -3 -3 -3 -3,,-3 -3,-3 -3,1.86,
7 3F  5.83 x  1.10 1 1 1 2 2,,2 3,1 2,6.93,
8 3S+2T+2Lo  8.25 x  0.90 1 2 1 2 1,,1 2,1 1,9.15,
9 2A  3.63 x  0.86 2 1 2 1 1,,2 3,2 2,4.49,
10 StSq4  3.90  1.60 2 2 2 1 3,,2 2,3 3,5.50,
11 ChSq1  2.00  1.50 2 2 2 2 3,,2 2,3 2,3.50,
12 CCoSp4  3.50  1.00 2 2 1 2 2,,2 2,2 3,4.50,
57.47,,,,65.37,
Program Components Factor,,,,,
Skating Skills  1.60  8.25  8.50  8.00  8.50  8.50,,8.50  8.25,8.25  8.75,8.39,
