Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Meagan DUHAMEL / Eric RADFORD,CAN,218.3,1,78.39,1,139.91,2016-10-30,gpcan2016
2,Xiaoyu YU / Hao ZHANG,CHN,202.08,2,69.43,2,132.65,2016-10-30,gpcan2016
3,Liubov ILYUSHECHKINA / Dylan MOSCOVITCH,CAN,190.22,3,67.53,3,122.69,2016-10-30,gpcan2016
4,Haven DENNEY / Brandon FRAZIER,USA,188.23,4,66.5,4,121.73,2016-10-30,gpcan2016
5,Yuko KAVAGUTI / Alexander SMIRNOV,RUS,182.75,5,64.4,6,118.35,2016-10-30,gpcan2016
6,Nicole DELLA MONICA / Matteo GUARISE,ITA,178.67,6,59.25,5,119.42,2016-10-30,gpcan2016
7,Brittany JONES / Joshua REAGAN,CAN,151.68,7,54.23,7,97.45,2016-10-30,gpcan2016
