ISU GP 2016 Skate Canada International,,,,,
MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,
Starting Total,Total,,Total,Total,
Rank Name Nation Number Segment,Element,,Program  Component,Deductions,
Score,Score,,Score (factored),,
1 Patrick CHAN CAN  5  90.56,46.06,,45.50,1.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5 Info",J6 J7,,J8 J9 Ref,,Info
Elements Value,,,,Panel,
1 4T+3T  14.60  2.00 1 2 2 2 2,2 2,,2 2,16.60,
2 3A  8.50 -3.00 -3 -3 -3 -3 -3,-3 -3,,-3 -3,5.50,
3 FSSp4  3.00  1.21 1 2 3 3 3,2 2,,3 2,4.21,
4 StSq3  3.30  1.43 3 3 2 3 3,3 3,,3 2,4.73,
5 3Lz  6.60 x  0.30 0 0 1 0 1,1 1,,0 0,6.90,
6 CCSp4  3.20  0.71 0 2 2 1 1,2 2,,1 1,3.91,
7 CCoSp3  3.00  1.21 2 2 1 3 2,3 3,,3 2,4.21,
42.20,,,,46.06,
Program Components Factor,,,,,
Skating Skills  1.00  9.25  9.25  8.75  9.25  9.50,9.00  9.00,,9.25  9.00,9.14,
Transitions  1.00  8.75  9.00  8.50  9.00  9.00,9.00  9.25,,9.25  8.50,8.93,
Performance  1.00  9.00  9.25  8.75  9.00  8.75,9.25  9.50,,9.00  8.75,9.00,
Composition  1.00  9.25  9.50  8.75  9.25  9.00,9.25  9.50,,9.25  8.75,9.18,
Interpretation of the Music  1.00  9.00  9.50  8.50  9.50  9.50,9.25  9.50,,9.25  8.75,9.25,
Judges Total Program Component Score (factored),,,,45.50,
Deductions Falls: -1.00(1),,,,-1.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
Starting Total,Total,,Total,Total,
Rank Name Nation Number Segment,Element,,Program  Component,Deductions,
Score,Score,,Score (factored),,
2 Takahito MURA JPN  11  81.24,41.60,,39.64,0.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5",J6 J7,,J8 J9 Ref,,
Elements Value,,,,Panel,
1 4T  10.30 -2.86 -3 -2 -2 -2 -2,-2 -2,,-3 -3,7.44,
2 3A  8.50  2.00 2 1 2 2 2,2 2,,2 2,10.50,
3 FSSp2  2.30  0.43 0 0 2 1 0,2 1,,1 1,2.73,
4 3Lz+3T  10.30  0.70 0 2 0 1 1,1 1,,2 1,11.00,
5 CCSp2  2.30  0.03 -1 0 1 -1 0,1 0,,0 0,2.33,
6 StSq2  2.60  0.93 2 2 1 3 2,2 2,,2 1,3.53,
7 CCoSp4  3.50  0.57 0 1 1 1 1,2 2,,1 1,4.07,
39.80,,,,41.60,
Program Components Factor,,,,,
Skating Skills  1.00  8.25  8.50  7.50  8.50  8.00,8.00  8.25,,7.75  8.00,8.11,
Transitions  1.00  7.50  7.75  7.00  8.25  7.25,7.75  8.00,,7.50  7.75,7.64,
Performance  1.00  8.25  7.50  7.25  8.50  7.75,8.00  8.25,,7.75  8.00,7.93,
Composition  1.00  7.75  8.00  7.25  8.75  7.75,8.00  8.50,,7.75  8.00,7.96,
Interpretation of the Music  1.00  8.00  7.75  7.50  8.75  7.75,8.00  8.50,,8.00  8.00,8.00,
Judges Total Program Component Score (factored),,,,39.64,
Deductions,,,,0.00,
ISU GP 2016 Skate Canada International,,,,,
MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,
Starting Total,Total,,Total,Total,
Rank Name Nation Number Segment,Element,,Program  Component,Deductions,
Score,Score,,Score (factored),,
3 Kevin REYNOLDS CAN  12  80.57,42.64,,37.93,0.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5 Info",J6 J7,,J8 J9 Ref,,Info
Elements Value,,,,Panel,
