ISU GP 2016 Skate Canada International,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
1 Yuzuru HANYU JPN  8  183.41,,96.29,88.12,1.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 IJn3f o J4 J5",,J6 J7,J8 J9 Ref,,Info
Elements Value,,,,Panel,
1 4Lo<< <<  5.10 -2.10 -3 -3 -3 -3 -3,,-3 -3,-3 -3,3.00,
2 4S  10.50  2.00 2 2 2 2 3,,3 1,2 0,12.50,
3 FCCoSp4  3.50  1.00 3 2 2 2 1,,2 2,2 2,4.50,
4 StSq3  3.30  0.93 2 2 2 2 2,,2 2,1 1,4.23,
5 3F  5.30  0.70 1 2 0 2 1,,1 0,1 1,6.00,
6 2S+3T  6.16 x  0.50 1 0 0 1 1,,1 0,1 1,6.66,
7 4T  11.33 x  0.43 1 1 0 2 0,,1 0,0 0,11.76,
8 3A+2T  10.78 x  1.86 2 2 2 1 2,,2 1,2 2,12.64,
9 3A+1Lo+3S  14.74 x  1.29 2 3 1 2 2,,1 0,1 0,16.03,
10 FCSSp4  3.00  0.71 1 2 1 2 1,,2 1,1 2,3.71,
11 ChSq1  2.00  1.50 3 3 2 2 2,,2 1,2 2,3.50,
12 3Lz  6.60 x  1.30 2 2 2 2 2,,1 1,2 2,7.90,
13 CCoSp4  3.50  0.36 1 1 0 1 0,,2 1,0 1,3.86,
85.81,,,,96.29,
Program Components Factor,,,,,
Skating Skills  2.00  9.00  9.00  9.00  8.75  9.00,,9.25  8.75,9.00  9.00,8.96,
Transitions  2.00  8.75  8.75  8.50  8.50  8.50,,8.75  8.50,8.75  8.75,8.64,
Performance  2.00  9.00  8.75  8.50  8.50  8.75,,9.25  8.25,7.75  8.75,8.64,
Composition  2.00  9.25  9.00  9.00  8.75  8.75,,9.25  8.75,7.75  9.00,8.93,
Interpretation of the Music  2.00  9.25  9.25  8.75  8.75  8.75,,9.00  8.75,8.25  9.00,8.89,
Judges Total Program Component Score (factored),,,,88.12,
Deductions Falls: -1.00(1),,,,-1.00,
"<<  Downgraded jumpx  Credit for highlight distribution, base value multiplied by 1.1",,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
2 Patrick CHAN CAN  11  176.39,,86.27,91.12,1.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5",,J6 J7,J8 J9 Ref,,
Elements Value,,,,Panel,
1 4T+3T  14.60  3.00 3 3 3 3 3,,3 3,3 2,17.60,
2 3A  8.50  2.14 2 2 2 2 3,,2 2,3 1,10.64,
3 4S  10.50 -4.00 -3 -3 -3 -3 -3,,-3 -3,-3 -3,6.50,
4 CCSp4  3.20  0.93 1 2 2 2 2,,2 2,1 2,4.13,
5 ChSq1  2.00  1.80 1 3 2 2 2,,3 3,3 3,3.80,
6 3T  4.73 x  1.30 2 2 1 2 3,,1 1,2 3,6.03,
7 3A+2T  10.78 x -0.86 -1 -2 -1 -1 -1,,0 -1,-1 0,9.92,
8 3Lo  5.61 x  1.30 2 2 1 1 3,,2 1,2 3,6.91,
9 2Lz+2T+1Lo  4.29 x  0.13 1 1 0 0 1,,0 0,0 2,4.42,
10 2F  2.09 x  0.13 1 0 0 0 2,,0 0,1 1,2.22,
11 FSSp4  3.00  1.07 2 2 2 3 3,,2 1,2 2,4.07,
12 StSq4  3.90  1.70 2 3 2 2 3,,3 2,3 2,5.60,
13 CCoSp4  3.50  0.93 2 2 1 2 2,,2 1,2 2,4.43,
76.70,,,,86.27,
Program Components Factor,,,,,
