Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Evgenia MEDVEDEVA,RUS,220.65,1,76.24,1,144.41,2016-10-30,gpcan2016
2,Kaetlyn OSMOND,CAN,206.45,2,74.33,2,132.12,2016-10-30,gpcan2016
3,Satoko MIYAHARA,JPN,192.08,5,65.24,3,126.84,2016-10-30,gpcan2016
4,Elizaveta TUKTAMYSHEVA,RUS,187.99,3,66.79,5,121.2,2016-10-30,gpcan2016
5,Alaine CHARTRAND,CAN,185.56,6,62.15,4,123.41,2016-10-30,gpcan2016
6,Rika HONGO,JPN,171.19,4,65.75,8,105.44,2016-10-30,gpcan2016
7,Dabin CHOI,KOR,165.78,8,53.29,6,112.49,2016-10-30,gpcan2016
8,Nahyun KIM,KOR,164.48,7,60.46,9,104.02,2016-10-30,gpcan2016
9,Mirai NAGASU,USA,151.42,9,53.19,11,98.23,2016-10-30,gpcan2016
10,Joshi HELGESSON,SWE,149.77,10,49.72,10,100.05,2016-10-30,gpcan2016
11,Yuka NAGAI,JPN,147.56,11,40.39,7,107.17,2016-10-30,gpcan2016
