Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Kanako MURAKAMI,JPN,196.91,1,64.73,1,132.18,2014-01-25,fc2014
2,Satoko MIYAHARA,JPN,186.53,4,60.27,2,126.26,2014-01-25,fc2014
3,Zijun LI,CHN,181.56,2,62.84,3,118.72,2014-01-25,fc2014
4,Haruka IMAI,JPN,175.4,3,62.72,6,112.68,2014-01-25,fc2014
5,Courtney HICKS,USA,169.99,7,56.36,4,113.63,2014-01-25,fc2014
6,Hae Jin KIM,KOR,166.84,5,57.48,7,109.36,2014-01-25,fc2014
7,Alaine CHARTRAND,CAN,165.19,15,52.14,5,113.05,2014-01-25,fc2014
8,Samantha CESARIO,USA,164.87,6,57.4,8,107.47,2014-01-25,fc2014
9,So Youn PARK,KOR,162.71,8,55.91,9,106.8,2014-01-25,fc2014
10,Mirai NAGASU,USA,159.78,9,55.39,10,104.39,2014-01-25,fc2014
11,Kexin ZHANG,CHN,157.57,12,54.49,11,103.08,2014-01-25,fc2014
12,Amelie LACOSTE,CAN,156.17,10,55.19,12,100.98,2014-01-25,fc2014
13,Veronik MALLET,CAN,154.03,11,55.08,13,98.95,2014-01-25,fc2014
14,Brooklee HAN,AUS,150.17,14,52.55,14,97.62,2014-01-25,fc2014
15,Ziquan ZHAO,CHN,142.32,13,53.82,16,88.5,2014-01-25,fc2014
16,Tae Kyung KIM,KOR,132.84,18,38.91,15,93.93,2014-01-25,fc2014
17,Alisson Krystle PERTICHETO,PHI,114.95,16,47.81,19,67.14,2014-01-25,fc2014
18,Ami PAREKH,IND,110.66,17,41.1,18,69.56,2014-01-25,fc2014
19,Reyna HAMUI,MEX,110.26,21,32.49,17,77.77,2014-01-25,fc2014
20,Crystal KIANG,TPE,103.26,19,36.3,20,66.96,2014-01-25,fc2014
21,Lejeanne MARAIS,RSA,98.93,20,32.62,21,66.31,2014-01-25,fc2014
