Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Takahito MURA,JPN,242.56,1,84.21,2,158.35,2014-01-25,fc2014
2,Takahiko KOZUKA,JPN,236.38,4,76.85,1,159.53,2014-01-25,fc2014
3,Nan SONG,CHN,236.09,3,78.71,3,157.38,2014-01-25,fc2014
4,Denis TEN,KAZ,226.37,5,76.34,4,150.03,2014-01-25,fc2014
5,Richard DORNBUSH,USA,224.44,2,82.13,7,142.31,2014-01-25,fc2014
6,Joshua FARRIS,USA,221,7,74.85,5,146.15,2014-01-25,fc2014
7,Jinlin GUAN,CHN,214.26,9,71.06,6,143.2,2014-01-25,fc2014
8,Adam RIPPON,USA,213.2,8,72.9,8,140.3,2014-01-25,fc2014
9,Jeremy TEN,CAN,208.51,6,75.21,11,133.3,2014-01-25,fc2014
10,Nam NGUYEN,CAN,204.69,10,68.17,10,136.52,2014-01-25,fc2014
11,Elladj BALDE,CAN,201.45,13,64.33,9,137.12,2014-01-25,fc2014
12,Christopher CALUZA,PHI,191.21,11,67.84,13,123.37,2014-01-25,fc2014
13,Misha GE,UZB,188.41,12,65.26,14,123.15,2014-01-25,fc2014
14,June Hyoung LEE,KOR,184.14,19,57.65,12,126.49,2014-01-25,fc2014
15,Abzal RAKIMGALIEV,KAZ,184.13,15,62.25,15,121.88,2014-01-25,fc2014
16,Yi WANG,CHN,179.52,17,61.13,16,118.39,2014-01-25,fc2014
17,Keiji TANAKA,JPN,178.91,14,62.61,17,116.3,2014-01-25,fc2014
18,Chih-I TSAO,TPE,166.73,22,51.12,18,115.61,2014-01-25,fc2014
19,Dong Won LEE,KOR,166.73,16,61.16,19,105.57,2014-01-25,fc2014
20,Brendan KERRY,AUS,163.37,18,59,20,104.37,2014-01-25,fc2014
21,David KRANJEC,AUS,156.5,20,52.36,21,104.14,2014-01-25,fc2014
22,Jordan JU,TPE,152.46,21,52.17,22,100.29,2014-01-25,fc2014
23,Julian Zhi Jie YEE,MAS,137.56,23,49.29,24,88.27,2014-01-25,fc2014
24,Maverick EGUIA,PHI,136.99,24,46.74,23,90.25,2014-01-25,fc2014
25,Jui-Shu CHEN,TPE,46.13,25,46.13,DNQ,DNQ,2014-01-25,fc2014
26,Ronald LAM,HKG,45.59,26,45.59,DNQ,DNQ,2014-01-25,fc2014
27,Andrew DODDS,AUS,42.19,27,42.19,DNQ,DNQ,2014-01-25,fc2014
WD,Jin Seo KIM,KOR,WD,WD,WD,WD,WD,2014-01-25,fc2014
WD,Michael Christian MARTINEZ,PHI,WD,WD,WD,WD,WD,2014-01-25,fc2014
