10
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
11,Elena GLEBOVA,EST,0,75.2,38.56,38.64,2.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,Ref,Scores of Panel
1,2A+3T,,7.5,False,1.0,1,1,1,1,0,1,1,1,1,1,,8.5
2,2Lo,,1.5,False,0.0,0,0,0,0,0,0,0,0,0,0,,1.5
3,CUSp2,,2.0,False,0.0,0,0,0,-1,-1,0,0,0,0,1,,2.0
4,2A+3T<,<,4.8,False,-2.32,-2,-2,-3,-3,-3,-3,-3,-3,-3,-2,,2.48
5,SpSq4,,3.4,False,0.0,1,0,0,0,0,0,0,0,0,0,,3.4
6,3S,,4.95,True,-3.0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,,1.95
7,2A,,3.85,True,0.0,0,0,0,0,0,0,0,-1,0,0,,3.85
8,CCoSp3,,3.0,False,0.1,0,-1,1,0,0,1,0,1,0,0,,3.1
9,3S+2T,,6.38,True,0.2,0,0,0,0,1,-1,0,0,1,1,,6.58
10,1Lz,,0.66,True,-0.06,0,-1,-1,-1,0,-3,0,0,0,-1,,0.6
11,SlSt2,,2.3,False,0.0,0,-1,0,0,0,0,0,0,0,0,,2.3
12,FSSp2,,2.3,False,0.0,0,0,1,0,0,-1,0,0,0,0,,2.3
,,,42.64,,,,,,,,,,,,,,38.56
,Program Components,,,,Factor
,Skating Skills  ,,,,1.6,5.25,5.25,5.75,5.25,5.25,4.25,6.0,5.5,5.0,5.0,,5.35
,Transition / Linking Footwork  ,,,,1.6,4.75,4.75,4.75,4.5,4.25,3.25,3.75,4.75,4.5,4.0,,4.5
,Performance / Execution  ,,,,1.6,5.25,5.0,5.25,4.75,4.75,3.5,4.25,5.25,4.75,4.5,,4.85
,Choreography / Composition  ,,,,1.6,5.25,5.0,5.5,5.0,4.5,3.25,4.0,5.0,4.75,4.75,,4.9
,Interpretation  ,,,,1.6,5.0,4.75,4.0,4.5,4.5,3.25,4.0,5.0,4.75,4.75,,4.55
,,,,,,,,,,,,,,,,,38.64
Deduction,Falls,-2.0
