Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Anna POGORILAYA,RUS,178.62,3,60.24,1,118.38,2013-11-03,gpchn2013
2,Adelina SOTNIKOVA,RUS,174.7,1,66.03,3,108.67,2013-11-03,gpchn2013
3,Carolina KOSTNER,ITA,173.4,2,62.75,2,110.65,2013-11-03,gpchn2013
4,Kanako MURAKAMI,JPN,165.95,4,57.33,4,108.62,2013-11-03,gpchn2013
5,Nikol GOSVIANI,RUS,152.04,6,53.76,5,98.28,2013-11-03,gpchn2013
6,Haruka IMAI,JPN,150.3,5,54.79,6,95.51,2013-11-03,gpchn2013
7,Agnes ZAWADZKI,USA,147.64,7,53.73,8,93.91,2013-11-03,gpchn2013
8,Kexin ZHANG,CHN,144.88,9,53.32,9,91.56,2013-11-03,gpchn2013
9,Xiaowen GUO,CHN,139.5,10,45.32,7,94.18,2013-11-03,gpchn2013
10,Zijun LI,CHN,138.98,8,53.58,10,85.4,2013-11-03,gpchn2013
