Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Aliona SAVCHENKO / Robin SZOLKOWY,GER,201.21,2,69.07,1,132.14,2013-11-03,gpchn2013
2,Qing PANG / Jian TONG,CHN,194.38,1,70.38,2,124.0,2013-11-03,gpchn2013
3,Cheng PENG / Hao ZHANG,CHN,187.19,3,64.24,3,122.95,2013-11-03,gpchn2013
4,Xuehan WANG / Lei WANG,CHN,172.35,5,57.16,4,115.19,2013-11-03,gpchn2013
5,Alexa SCIMECA / Chris KNIERIM,USA,161.72,4,57.99,6,103.73,2013-11-03,gpchn2013
6,Felicia ZHANG / Nathan BARTHOLOMAY,USA,155.52,8,50.33,5,105.19,2013-11-03,gpchn2013
7,Anastasia MARTIUSHEVA / Alexei ROGONOV,RUS,147.19,6,53.02,7,94.17,2013-11-03,gpchn2013
8,Daria POPOVA / Bruno MASSOT,FRA,141.33,7,51.82,8,89.51,2013-11-03,gpchn2013
