ISU GP LEXUS Cup of China 2013,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
1 Maxim KOVTUN RUS  8,156.81  79.37,,77.44,0.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 4S  10.50  0.43 1 1 1,0 1 0 0,,0 -1,10.93,
2 4S+2T  11.80  0.57 1 1 1,1 1 0 0,,0 0,12.37,
3 2T  1.30  0.00 0 0 0,0 -1 0 0,,0 0,1.30,
4 CCoSp4  3.50  0.29 0 1 1,1 0 0 0,,1 1,3.79,
"",Info,,,,Info
5 StSq3  3.30  0.43 1 0 1,0 1 1 1,,1 1,3.73,
6 3A  9.35 x  1.00 1 1 1,1 1 1 0,,2 1,10.35,
7 3A+2T  10.78 x  0.43 1 1 1,0 1 0 0,,0 0,11.21,
8 3Lz  6.60 x  0.30 1 1 1,0 0 0 0,,0 1,6.90,
9 3S+2T  6.05 x  0.00 0 0 0,0 0 0 0,,0 0,6.05,
10 FUSp4  2.90  0.71 2 1 2,2 1 2 1,,1 1,3.61,
11 ChSq1  2.00  0.70 1 1 2,2 1 1 0,,1 0,2.70,
12 2A  3.63 x  0.07 1 1 0,0 0 0 0,,0 0,3.70,
13 CSSp2  2.30  0.43 1 1 1,1 1 0 1,,1 0,2.73,
74.01,,,,79.37,
Program Components Factor,,,,,
Skating Skills  2.00 7.50 7.50 8.00,8.25 8.25 8.25 7.25,,8.25 7.25,7.86,
Transition / Linking Footwork  2.00 7.25 6.75 7.50,8.00 7.25 7.50 7.00,,7.75 7.00,7.32,
Performance / Execution  2.00 7.75 7.50 8.25,8.50 8.00 8.50 7.25,,8.50 7.75,8.04,
Choreography / Composition  2.00 7.50 7.25 8.25,7.75 8.00 8.50 7.50,,8.25 7.50,7.82,
Interpretation  2.00 7.50 7.25 8.00,8.25 8.25 7.50 7.50,,7.75 7.00,7.68,
Judges Total Program Component Score (factored),,,,77.44,
Deductions:,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
2 Han YAN CHN  9,155.48  75.14,,81.34,-1.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 3A  8.50 -1.57 -1 -1 -1,-2 -2 -1 -2,,-2 -2,6.93,
2 4T+3T  14.40  2.00 3 1 2,2 2 2 0,,3 2,16.40,
3 3F  5.30  1.40 2 2 2,2 2 2 1,,2 2,6.70,
4 StSq3  3.30  0.79 2 1 2,1 2 1 1,,2 2,4.09,
5 FCSp4  3.20  0.21 1 0 1,1 0 0 0,,0 1,3.41,
6 2Lo  1.98 x  0.17 1 1 0,1 1 1 -1,,0 0,2.15,
7 3Lz+2T+2Lo  10.01 x  0.80 2 1 0,1 1 2 0,,1 2,10.81,
8 3F<+SEQ e  3.26 x -2.10 -3 -2 -3,-3 -3 -3 -3,,-3 -3,1.16,
9 CCoSp4  3.50  0.50 2 1 1,1 1 1 0,,1 1,4.00,
10 3Lz  6.60 x  1.50 3 2 2,2 2 3 1,,2 2,8.10,
11 3S  4.62 x  0.70 2 1 1,1 0 2 0,,1 1,5.32,
12 ChSq1  2.00  0.50 2 1 1,1 1 0 0,,1 0,2.50,
13 CSSp4  3.00  0.57 2 1 1,1 1 1 1,,1 2,3.57,
69.67,,,,75.14,
Program Components Factor,,,,,
Skating Skills  2.00 8.75 8.50 9.00,8.50 8.50 8.25 7.25,,8.75 8.50,8.54,
