11
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
1,Tanith BELBIN / Benjamin AGOSTO,USA,0,60.45,30.58,29.87,0.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,11,Ref,Scores of Panel
1,NtMiTw4,,3.3,False,0.0,0,0,0,0,-1,0,1,-1,-1,1,1,,3.3
2,NtMiSt3,,3.8,False,0.25,1,0,1,-1,1,0,0,1,0,0,1,,4.05
3,SlLi4,,4.0,False,0.83,2,2,2,2,2,2,1,1,2,2,1,,4.83
4,Sp4,,4.7,False,0.67,2,1,2,2,1,1,1,1,1,2,2,,5.37
5,DiSt3,,6.2,False,1.83,2,2,1,1,2,0,1,2,2,2,2,,8.03
6,RoLi4,,4.0,False,1.0,2,2,2,2,2,2,1,2,2,2,2,,5.0
,,,26.0,,,,,,,,,,,,,,,30.58
,Program Components,,,,Factor
,Skating Skills  ,,,,0.8,8.0,7.75,7.75,7.75,8.25,7.75,7.5,7.75,8.0,8.0,8.25,,7.92
,Linking Footwork / Movement  ,,,,0.8,8.25,7.5,7.75,7.5,8.0,7.5,7.5,7.5,7.5,8.0,7.75,,7.67
,Performance  ,,,,0.6,7.75,8.25,8.0,7.75,8.5,8.0,7.5,7.5,7.75,8.25,8.0,,7.96
,Choreography  ,,,,0.6,8.25,7.75,8.0,8.0,8.0,8.0,7.25,7.75,8.0,8.25,7.75,,7.88
,Interpretation / Timing  ,,,,1.0,8.25,7.5,7.5,7.75,8.25,8.25,7.75,7.75,8.0,8.25,8.0,,7.88
,,,,,,,,,,,,,,,,,,29.87
