11
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
10,Olga AKIMOVA / Alexander SHAKALOV,UZB,0,37.44,20.68,16.76,0.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,11,Ref,Scores of Panel
1,NtMiTw4,,3.3,False,-0.33,0,0,-2,-1,-1,0,-1,-1,-1,0,0,,2.97
2,NtMiSt2,,3.2,False,-0.17,-1,0,-1,0,-1,0,0,-1,0,0,0,,3.03
3,SlLi3,,3.5,False,0.08,0,-1,0,0,0,1,0,0,0,1,1,,3.58
4,CoSp2,,3.5,False,-0.25,-1,0,-1,0,-1,0,0,-1,-2,0,0,,3.25
5,DiSt1,,4.6,False,-0.67,-1,-1,-2,-1,-1,0,0,-1,-1,0,0,,3.93
6,RoLi4,,4.0,False,-0.08,0,-1,0,0,0,1,0,0,0,1,-1,,3.92
,,,22.1,,,,,,,,,,,,,,,20.68
,Program Components,,,,Factor
,Skating Skills  ,,,,0.8,4.25,5.25,4.75,4.5,3.75,5.0,4.5,4.25,4.5,5.0,4.75,,4.63
,Linking Footwork / Movement  ,,,,0.8,3.75,4.5,4.5,4.25,4.0,4.75,4.0,4.0,4.0,4.75,4.5,,4.25
,Performance  ,,,,0.6,4.25,4.75,4.5,4.5,3.5,5.0,4.25,4.25,4.25,5.0,4.25,,4.38
,Choreography  ,,,,0.6,4.25,4.75,4.75,4.5,4.0,5.25,4.25,4.25,4.5,5.0,4.5,,4.5
,Interpretation / Timing  ,,,,1.0,4.5,4.5,4.25,4.5,4.25,5.0,4.5,4.0,4.0,5.0,4.5,,4.33
,,,,,,,,,,,,,,,,,,16.76
