11
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
2,Marie-France DUBREUIL / Patrice LAUZON,CAN,0,59.32,29.58,29.74,0.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,11,Ref,Scores of Panel
1,NtMiTw3,,2.8,False,0.0,-1,-1,1,1,1,0,-1,0,-1,0,1,,2.8
2,NtMiSt3,,3.8,False,0.33,0,0,2,1,1,0,0,1,1,0,1,,4.13
3,SlLi4,,4.0,False,1.0,2,2,2,2,2,2,1,2,2,2,2,,5.0
4,Sp4,,4.7,False,0.83,0,2,2,2,2,0,0,1,2,1,2,,5.53
5,DiSt3,,6.2,False,1.0,1,1,1,1,1,0,0,1,1,1,1,,7.2
6,RoLi4,,4.0,False,0.92,2,2,2,2,2,2,0,2,2,1,2,,4.92
,,,25.5,,,,,,,,,,,,,,,29.58
,Program Components,,,,Factor
,Skating Skills  ,,,,0.8,7.5,7.75,8.0,7.75,8.5,7.75,7.25,7.5,8.0,7.5,7.75,,7.75
,Linking Footwork / Movement  ,,,,0.8,7.5,7.75,8.0,7.5,8.25,7.5,7.0,7.5,8.25,7.25,8.0,,7.79
,Performance  ,,,,0.6,7.5,8.25,8.0,8.0,8.25,8.0,7.0,7.5,8.25,7.5,7.75,,7.88
,Choreography  ,,,,0.6,7.75,8.0,8.25,7.75,8.25,8.25,7.25,7.5,8.75,7.5,8.0,,7.92
,Interpretation / Timing  ,,,,1.0,8.0,7.75,7.75,8.0,8.25,8.25,7.0,7.75,8.75,7.5,8.0,,7.83
,,,,,,,,,,,,,,,,,,29.74
