11
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
8,Xiaoyang YU / Chen WANG,CHN,0,41.56,23.93,17.63,0.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,11,Ref,Scores of Panel
1,Sp4,,4.7,False,0.17,1,0,0,0,1,0,0,0,1,0,2,,4.87
2,SlLi3,,3.5,False,0.17,0,0,0,0,1,1,1,0,0,0,1,,3.67
3,NtMiTw4,,3.3,False,-0.42,-1,-1,-2,-1,-1,0,0,-1,-1,-1,0,,2.88
4,NtMiSt2,,3.2,False,0.0,0,0,-2,0,0,0,0,0,0,0,1,,3.2
5,RoLi4,,4.0,False,0.08,1,-1,0,0,1,1,0,0,0,0,1,,4.08
6,DiSt2,,5.4,False,-0.17,0,-1,-2,0,1,0,0,0,-1,0,1,,5.23
,,,24.1,,,,,,,,,,,,,,,23.93
,Program Components,,,,Factor
,Skating Skills ,,,,0.8,5.25,4.75,4.5,5.0,5.25,4.75,4.75,4.75,4.75,4.25,4.75,,4.71
,Linking Footwork / Movement ,,,,0.8,5.0,4.0,4.5,4.75,5.0,4.5,4.5,4.5,4.5,4.0,4.75,,4.46
,Performance ,,,,0.6,5.25,4.5,4.25,4.5,4.75,5.0,5.0,4.75,5.0,4.0,5.0,,4.71
,Choreography ,,,,0.6,5.0,4.75,4.5,4.5,4.75,5.0,4.75,4.75,5.0,4.0,4.75,,4.71
,Interpretation / Timing ,,,,1.0,4.75,4.0,4.25,4.5,5.0,5.0,5.0,5.0,4.75,4.0,4.75,,4.63
,,,,,,,,,,,,,,,,,,17.63
