11
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
7,Xintong HUANG / Xun ZHENG,CHN,0,41.71,23.15,18.56,0.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,11,Ref,Scores of Panel
1,RoLi4,,4.0,False,0.08,0,0,0,0,0,1,0,0,1,0,1,,4.08
2,NtMiTw3,,2.8,False,-0.58,0,-2,-1,-1,-1,-1,-1,-1,-2,-1,1,,2.22
3,NtMiSt2,,3.2,False,0.17,1,1,-1,0,1,0,0,0,0,0,1,,3.37
4,CuLi4,,4.0,False,0.08,1,0,0,0,1,1,0,0,0,0,2,,4.08
5,Sp3,,4.0,False,0.0,0,0,0,0,0,0,0,0,0,0,1,,4.0
6,DiSt2,,5.4,False,0.0,0,0,-1,0,0,0,0,0,0,0,0,,5.4
,,,23.4,,,,,,,,,,,,,,,23.15
,Program Components,,,,Factor
,Skating Skills ,,,,0.8,5.0,5.5,5.0,4.75,5.25,5.75,5.25,5.0,5.25,4.5,5.0,,5.13
,Linking Footwork / Movement ,,,,0.8,5.25,5.0,4.75,4.5,5.0,5.5,5.0,4.75,4.75,4.5,4.25,,4.79
,Performance ,,,,0.6,5.0,5.75,4.75,4.5,5.0,5.75,5.0,4.75,5.0,4.25,5.0,,4.92
,Choreography ,,,,0.6,4.75,5.25,5.0,4.5,4.5,5.5,4.75,4.75,4.75,4.25,4.75,,4.75
,Interpretation / Timing ,,,,1.0,4.75,5.25,4.75,4.5,5.0,5.75,5.25,5.0,4.75,4.25,4.25,,4.83
,,,,,,,,,,,,,,,,,,18.56
