Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Patrick CHAN,CAN,215.45,2,77.47,3,137.98,2008-11-02,gpcan08
2,Ryan BRADLEY,USA,212.75,3,72.5,2,140.25,2008-11-02,gpcan08
3,Evan LYSACEK,USA,209.27,4,71.4,4,137.87,2008-11-02,gpcan08
4,Yannick PONSERO,FRA,208.97,1,78.05,6,130.92,2008-11-02,gpcan08
5,Shawn SAWYER,CAN,206.56,7,64.2,1,142.36,2008-11-02,gpcan08
6,Sergei VORONOV,RUS,201.59,5,70.45,5,131.14,2008-11-02,gpcan08
7,Brandon MROZ,USA,192.23,6,67.03,7,125.2,2008-11-02,gpcan08
8,Yasuharu NANRI,JPN,177.84,9,63.36,9,114.48,2008-11-02,gpcan08
9,Anton KOVALEVSKI,UKR,170.61,8,64.06,10,106.55,2008-11-02,gpcan08
10,Jeremy TEN,CAN,169.79,11,50.93,8,118.86,2008-11-02,gpcan08
11,Vladimir USPENSKI,RUS,150.5,10,56.17,11,94.33,2008-11-02,gpcan08
