Rank,Name,Nation,Points,Short Rank,Short Score,OD Rank,OD Score,Free Rank,Free Score,Date,Event
1,Meryl DAVIS / Charlie WHITE,USA,178.89,1,34.29,1,56.36,1,88.24,2008-11-02,gpcan08
2,Vanessa CRONE / Paul POIRIER,CAN,162.13,4,31.11,3,49.13,2,81.89,2008-11-02,gpcan08
3,Nathalie PECHALAT / Fabian BOURZAT,FRA,159.06,2,33.9,6,47.37,3,77.79,2008-11-02,gpcan08
4,Kristina GORSHKOVA / Vitali BUTIKOV,RUS,157.83,5,30.5,2,49.82,4,77.51,2008-11-02,gpcan08
5,Kimberly NAVARRO / Brent BOMMENTRE,USA,157.54,3,31.67,4,48.68,5,77.19,2008-11-02,gpcan08
6,Ekaterina BOBROVA / Dmitri SOLOVIEV,RUS,151.62,7,28.42,5,47.83,6,75.37,2008-11-02,gpcan08
7,Jennifer WESTER / Daniil BARANTSEV,USA,141.06,6,28.71,7,43.7,7,68.65,2008-11-02,gpcan08
8,Andrea CHONG / Guillame GFELLER,CAN,136.99,8,26.29,8,43.24,8,67.46,2008-11-02,gpcan08
