Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Brian JOUBERT,FRA,227.12,2,75.18,1,151.94,2007-01-28,ec2007
2,Tomas VERNER,CZE,212.69,1,76.56,3,136.13,2007-01-28,ec2007
3,Kevin VAN DER PERREN,BEL,204.85,4,67.18,2,137.67,2007-01-28,ec2007
4,Sergei DAVYDOV,BLR,204.78,3,70.14,4,134.64,2007-01-28,ec2007
5,Andrei LUTAI,RUS,200.54,5,66.97,6,133.57,2007-01-28,ec2007
6,Alban PREAUBERT,FRA,199.95,6,66.1,5,133.85,2007-01-28,ec2007
7,Karel ZELENKA,ITA,191.73,8,64.53,7,127.2,2007-01-28,ec2007
8,Jamal OTHMAN,SUI,182.14,11,62.82,10,119.32,2007-01-28,ec2007
9,Gregor URBAS,SLO,181.07,12,61.7,9,119.37,2007-01-28,ec2007
10,Kristoffer BERNTSSON,SWE,177.54,7,64.83,11,112.71,2007-01-28,ec2007
11,Stefan LINDEMANN,GER,176.17,17,54.21,8,121.96,2007-01-28,ec2007
12,Yannick PONSERO,FRA,172.27,10,63.11,13,109.16,2007-01-28,ec2007
13,Anton KOVALEVSKI,UKR,172.01,9,63.67,15,108.34,2007-01-28,ec2007
14,Moris PFEIFHOFER,SUI,163.08,14,57.89,16,105.19,2007-01-28,ec2007
15,Philipp TISCHENDORF,GER,162.94,16,54.48,14,108.46,2007-01-28,ec2007
16,Andrei GRIAZEV,RUS,162.23,13,59.1,17,103.13,2007-01-28,ec2007
17,Igor MACYPURA,SVK,159.61,20,49.57,12,110.04,2007-01-28,ec2007
18,Sergei DOBRIN,RUS,153.7,15,56.68,19,97.02,2007-01-28,ec2007
19,Pavel KASKA,CZE,145.89,21,47.56,18,98.33,2007-01-28,ec2007
20,Przemyslaw DOMANSKI,POL,138.67,24,45.84,20,92.83,2007-01-28,ec2007
21,John HAMER,GBR,136.47,18,51.02,21,85.45,2007-01-28,ec2007
22,Boris MARTINEC,CRO,134.0,19,50.67,22,83.33,2007-01-28,ec2007
23,Ari-Pekka NURMENKARI,FIN,128.08,22,46.67,23,81.41,2007-01-28,ec2007
24,Sergei KOTOV,ISR,124.9,23,46.01,24,78.89,2007-01-28,ec2007
25,Alper UCAR,TUR,42.16,25,42.16,DNQ,DNQ,2007-01-28,ec2007
26,Michael CHROLENKO,NOR,42.13,26,42.13,DNQ,DNQ,2007-01-28,ec2007
27,Manuel KOLL,AUT,42.0,27,42.0,DNQ,DNQ,2007-01-28,ec2007
28,Javier FERNANDEZ,ESP,41.73,28,41.73,DNQ,DNQ,2007-01-28,ec2007
29,Adrian MATEI,ROM,41.38,29,41.38,DNQ,DNQ,2007-01-28,ec2007
30,Naiden BORICHEV,BUL,40.48,30,40.48,DNQ,DNQ,2007-01-28,ec2007
31,Ivan BLAGOV,AZE,39.46,31,39.46,DNQ,DNQ,2007-01-28,ec2007
32,Zoltan KELEMEN,ROM,32.7,32,32.7,DNQ,DNQ,2007-01-28,ec2007
