Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Carolina KOSTNER,ITA,174.79,2,60.46,1,114.33,2007-01-28,ec2007
2,Sarah MEIER,SUI,171.28,1,60.49,2,110.79,2007-01-28,ec2007
3,Kiira KORPI,FIN,151.19,5,53.84,4,97.35,2007-01-28,ec2007
4,Susanna POYKIO,FIN,146.02,7,49.47,5,96.55,2007-01-28,ec2007
5,Valentina MARCHEI,ITA,144.28,12,46.43,3,97.85,2007-01-28,ec2007
6,Alisa DREI,FIN,141.9,9,48.78,6,93.12,2007-01-28,ec2007
7,Elena SOKOLOVA,RUS,139.71,8,48.85,7,90.86,2007-01-28,ec2007
8,Elene GEDEVANISHVILI,GEO,137.32,3,54.62,9,82.7,2007-01-28,ec2007
9,Julia SEBESTYEN,HUN,136.05,4,53.87,10,82.18,2007-01-28,ec2007
10,Tugba KARADEMIR,TUR,131.0,13,46.19,8,84.81,2007-01-28,ec2007
11,Alexandra IEVLEVA,RUS,126.99,6,50.28,14,76.71,2007-01-28,ec2007
12,Elena GLEBOVA,EST,126.8,10,47.35,12,79.45,2007-01-28,ec2007
13,Tamar KATZ,ISR,126.09,11,47.15,13,78.94,2007-01-28,ec2007
14,Lina JOHANSSON,SWE,120.64,15,44.03,15,76.61,2007-01-28,ec2007
15,Jenna McCORKELL,GBR,120.47,20,40.27,11,80.2,2007-01-28,ec2007
16,Idora HEGEL,CRO,119.96,14,44.99,16,74.97,2007-01-28,ec2007
17,Anne Sophie CALVEZ,FRA,116.96,16,43.78,17,73.18,2007-01-28,ec2007
18,Viktoria PAVUK,HUN,110.98,21,39.45,18,71.53,2007-01-28,ec2007
19,Kristin WIECZOREK,GER,110.2,23,39.13,19,71.07,2007-01-28,ec2007
20,Christiane BERGER,GER,109.17,17,43.05,22,66.12,2007-01-28,ec2007
21,Roxana LUCA,ROM,108.34,22,39.31,21,69.03,2007-01-28,ec2007
22,Anna JURKIEWICZ,POL,107.31,24,37.44,20,69.87,2007-01-28,ec2007
23,Radka BARTOVA,SVK,105.12,19,40.9,23,64.22,2007-01-28,ec2007
24,Irina MOVCHAN,UKR,102.94,18,41.42,24,61.52,2007-01-28,ec2007
25,Kathrin FREUDELSPERGER,AUT,36.84,25,36.84,DNQ,DNQ,2007-01-28,ec2007
26,Karen VENHUIZEN,NED,35.72,26,35.72,DNQ,DNQ,2007-01-28,ec2007
27,Sonia RADEVA,BUL,34.61,27,34.61,DNQ,DNQ,2007-01-28,ec2007
28,Ksenia DORONINA,RUS,34.31,28,34.31,DNQ,DNQ,2007-01-28,ec2007
29,Julia SHEREMET,BLR,33.98,29,33.98,DNQ,DNQ,2007-01-28,ec2007
30,Merovee EPHREM,MON,31.34,30,31.34,DNQ,DNQ,2007-01-28,ec2007
31,Maria-Elena PAPASOTIRIOU,GRE,31.26,31,31.26,DNQ,DNQ,2007-01-28,ec2007
32,Isabelle PIEMAN,BEL,30.19,32,30.19,DNQ,DNQ,2007-01-28,ec2007
33,Ivana HUDZIECOVA,CZE,28.46,33,28.46,DNQ,DNQ,2007-01-28,ec2007
34,Melissandre FUENTES,AND,28.44,34,28.44,DNQ,DNQ,2007-01-28,ec2007
35,Ksenia JASTSENJSKI,SRB,27.88,35,27.88,DNQ,DNQ,2007-01-28,ec2007
36,Julia TEPLIH,LAT,24.7,36,24.7,DNQ,DNQ,2007-01-28,ec2007
37,Ruta GAJAUSKAITE,LTU,24.34,37,24.34,DNQ,DNQ,2007-01-28,ec2007
38,Kristina SHLOBINA,AZE,23.97,38,23.97,DNQ,DNQ,2007-01-28,ec2007
