Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Alissa CZISNY,USA,177.48,1,64.2,2,113.28,2011-10-23,gpusa2011
2,Carolina KOSTNER,ITA,177.35,2,60.23,1,117.12,2011-10-23,gpusa2011
3,Viktoria HELGESSON,SWE,145.75,5,51.13,5,94.62,2011-10-23,gpusa2011
4,Haruka IMAI,JPN,142.94,4,54.67,9,88.27,2011-10-23,gpusa2011
5,Ksenia MAKAROVA,RUS,142.67,7,45.95,4,96.72,2011-10-23,gpusa2011
6,Caroline ZHANG,USA,140.7,3,55.05,10,85.65,2011-10-23,gpusa2011
7,Elene GEDEVANISHVILI,GEO,140.12,10,42.51,3,97.61,2011-10-23,gpusa2011
8,Joelle FORTE,USA,139.7,6,48.86,7,90.84,2011-10-23,gpusa2011
9,Valentina MARCHEI,ITA,135.17,9,43.19,6,91.98,2011-10-23,gpusa2011
10,Joshi HELGESSON,SWE,133.98,8,45.03,8,88.95,2011-10-23,gpusa2011
