11
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
2,Tanith BELBIN / Benjamin AGOSTO,USA,0,37.72,19.03,18.69,0.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,11,Ref,Scores of Panel
1,1S1,,1.4,False,0.5,1,1,2,2,2,1,2,1,2,2,1,,1.9
2,1S2,,1.9,False,0.83,0,1,1,2,2,2,2,2,1,2,1,,2.73
3,1S3,,2.3,False,0.58,0,1,2,2,2,1,1,2,1,1,0,,2.88
4,1S4,,1.4,False,0.5,1,1,1,2,2,1,2,2,1,2,1,,1.9
5,2S1,,1.6,False,0.5,0,0,1,2,2,1,2,1,0,2,0,,2.1
6,2S2,,2.2,False,1.0,0,1,1,1,1,2,1,2,2,2,1,,3.2
7,2S3,,2.6,False,0.7,0,1,1,1,1,1,1,2,1,1,0,,3.3
8,2S4,,1.6,False,-0.58,-1,-2,-1,-1,-1,-1,0,-1,-2,0,-2,,1.02
,,,15.0,,,,,,,,,,,,,,,19.03
,Program Components,,,,Factor
,Skating Skills  ,,,,0.75,6.75,7.5,8.0,7.75,7.75,7.75,7.5,7.75,7.5,7.75,7.0,,7.63
,Timing  ,,,,0.75,6.0,7.0,7.75,7.75,7.75,7.0,7.0,7.5,7.25,8.0,6.75,,7.25
,Performance / Execution  ,,,,0.5,6.75,7.5,7.75,8.0,7.5,7.5,7.25,7.25,7.25,8.0,7.0,,7.38
,Interpretation  ,,,,0.5,7.0,7.5,7.75,8.0,7.75,7.75,7.25,8.0,7.5,8.5,7.5,,7.67
,,,,,,,,,,,,,,,,,,18.69
