11
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
1,Marie-France DUBREUIL / Patrice LAUZON,CAN,0,38.54,19.67,18.87,0.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,11,Ref,Scores of Panel
1,1S1,,1.4,False,0.5,0,1,1,1,2,1,2,1,2,2,1,,1.9
2,1S2,,1.9,False,0.42,0,1,1,1,1,1,1,0,1,2,0,,2.32
3,1S3,,2.3,False,0.58,0,1,1,0,2,1,2,0,1,2,0,,2.88
4,1S4,,1.4,False,0.5,0,0,1,1,2,1,2,2,2,1,1,,1.9
5,2S1,,1.6,False,0.67,0,1,2,1,1,2,2,1,2,1,1,,2.27
6,2S2,,2.2,False,0.78,0,0,2,1,2,1,1,1,2,2,0,,2.98
7,2S3,,2.6,False,0.47,0,1,1,0,1,0,1,0,1,1,0,,3.07
8,2S4,,1.6,False,0.75,0,1,1,1,1,1,2,2,2,2,1,,2.35
,,,15.0,,,,,,,,,,,,,,,19.67
,Program Components,,,,Factor
,Skating Skills  ,,,,0.75,7.0,7.5,7.75,7.0,7.75,7.25,7.75,7.25,8.25,8.75,7.25,,7.63
,Timing  ,,,,0.75,6.75,7.25,7.75,7.0,7.5,6.75,7.25,7.0,8.0,8.5,6.75,,7.29
,Performance / Execution  ,,,,0.5,6.75,7.5,7.5,7.25,7.75,7.5,7.75,7.25,8.25,8.75,7.25,,7.67
,Interpretation  ,,,,0.5,7.25,7.75,8.0,7.25,7.75,7.5,7.5,7.25,8.25,8.75,7.25,,7.67
,,,,,,,,,,,,,,,,,,18.87
