11
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
9,Olga AKIMOVA / Alexander SHAKALOV,UZB,0,22.91,11.98,10.93,0.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,11,Ref,Scores of Panel
1,1S1,,1.4,False,-0.2,0,0,-1,1,0,-1,-1,0,-1,-1,-1,,1.2
2,1S2,,1.9,False,-0.17,0,-1,-1,0,0,0,-1,-1,0,0,0,,1.73
3,1S3,,2.3,False,-0.42,-1,-1,-1,0,-1,0,-2,-1,-1,-1,0,,1.88
4,1S4,,1.4,False,-0.15,0,-1,0,0,0,-1,-1,0,-1,0,0,,1.25
5,2S1,,1.6,False,-0.5,0,-1,-1,0,0,-1,-1,-1,-2,-1,-1,,1.1
6,2S2,,2.2,False,-0.47,-1,0,-1,0,0,-1,-2,-1,-1,-1,0,,1.73
7,2S3,,2.6,False,-0.78,-1,-1,-1,0,-1,0,-2,-1,-2,-2,0,,1.82
8,2S4,,1.6,False,-0.33,0,-1,0,1,0,-1,-1,0,-1,-1,0,,1.27
,,,15.0,,,,,,,,,,,,,,,11.98
,Program Components,,,,Factor
,Skating Skills  ,,,,0.75,4.25,4.0,4.0,5.0,5.5,5.0,4.5,4.75,4.25,4.0,4.75,,4.54
,Timing  ,,,,0.75,4.0,3.25,3.75,5.0,5.5,4.5,4.0,4.0,3.5,4.25,4.5,,4.13
,Performance / Execution  ,,,,0.5,4.25,4.0,4.0,5.25,5.5,4.75,4.25,4.75,4.0,4.25,4.75,,4.46
,Interpretation  ,,,,0.5,4.25,3.75,4.0,5.0,5.5,4.5,4.25,4.75,4.0,3.75,5.0,,4.38
,,,,,,,,,,,,,,,,,,10.93
