11
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
8,Xintong HUANG / Xun ZHENG,CHN,0,24.61,13.32,11.29,0.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,11,Ref,Scores of Panel
1,1S1,,1.4,False,-0.1,-1,0,0,0,-1,0,-1,0,0,1,-1,,1.3
2,1S2,,1.9,False,-0.42,-1,0,0,0,-1,-1,-1,-1,-1,0,-1,,1.48
3,1S3,,2.3,False,0.0,-2,1,1,0,0,-1,-2,0,0,1,0,,2.3
4,1S4,,1.4,False,-0.15,-1,0,0,0,-1,-1,-1,0,0,-1,0,,1.25
5,2S1,,1.6,False,-0.33,-1,0,0,-1,-1,-1,-2,0,-1,0,-1,,1.27
6,2S2,,2.2,False,-0.23,-1,0,0,0,0,-1,-1,-1,0,1,0,,1.97
7,2S3,,2.6,False,-0.12,0,0,1,0,0,-1,-2,0,0,0,0,,2.48
8,2S4,,1.6,False,-0.33,-1,0,0,0,-1,-2,-2,-1,0,0,0,,1.27
,,,15.0,,,,,,,,,,,,,,,13.32
,Program Components,,,,Factor
,Skating Skills  ,,,,0.75,4.0,4.5,5.75,3.75,4.25,4.75,4.0,5.5,5.0,5.25,4.75,,4.75
,Timing  ,,,,0.75,3.75,3.75,5.5,3.5,3.5,4.0,3.5,5.75,4.25,5.5,4.5,,4.25
,Performance / Execution  ,,,,0.5,4.25,4.25,5.75,3.75,4.0,4.75,3.75,5.25,4.75,4.75,5.0,,4.58
,Interpretation  ,,,,0.5,4.0,4.25,5.5,3.75,4.25,4.5,4.0,5.25,4.5,4.75,4.75,,4.5
,,,,,,,,,,,,,,,,,,11.29
