Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Anna CAPPELLINI / Luca LANOTTE,ITA,171.61,1,69.58,1,102.03,2014-01-19,ec2014
2,Elena ILINYKH / Nikita KATSALAPOV,RUS,170.51,2,69.54,2,100.97,2014-01-19,ec2014
3,Penny COOMES / Nicholas BUCKLAND,GBR,158.69,3,61.76,3,96.93,2014-01-19,ec2014
4,Victoria SINITSINA / Ruslan ZHIGANSHIN,RUS,153.73,4,60.63,4,93.1,2014-01-19,ec2014
5,Ekaterina RIAZANOVA / Ilia TKACHENKO,RUS,150.44,5,60.35,5,90.09,2014-01-19,ec2014
6,Julia ZLOBINA / Alexei SITNIKOV,AZE,147.78,6,59.82,6,87.96,2014-01-19,ec2014
7,Nelli ZHIGANSHINA / Alexander GAZSI,GER,145.37,7,59.79,8,85.58,2014-01-19,ec2014
8,Charlene GUIGNARD / Marco FABBRI,ITA,144.4,8,58.17,7,86.23,2014-01-19,ec2014
9,Isabella TOBIAS / Deividas STAGNIUNAS,LTU,142.31,9,56.76,9,85.55,2014-01-19,ec2014
10,Sara HURTADO / Adria DIAZ,ESP,137.58,11,55.21,11,82.37,2014-01-19,ec2014
11,Tanja KOLBE / Stefano CARUSO,GER,137.46,13,53.98,10,83.48,2014-01-19,ec2014
12,Federica TESTA / Lukas CSOLLEY,SVK,136.63,12,54.84,12,81.79,2014-01-19,ec2014
13,Pernelle CARRON / Lloyd JONES,FRA,135.29,10,56.35,13,78.94,2014-01-19,ec2014
14,Irina SHTORK / Taavi RAND,EST,131.66,14,53.88,15,77.78,2014-01-19,ec2014
15,Gabriella PAPADAKIS / Guillaume CIZERON,FRA,131.57,15,53.33,14,78.24,2014-01-19,ec2014
16,Justyna PLUTOWSKA / Peter GERBER,POL,128.08,17,52.14,16,75.94,2014-01-19,ec2014
17,Alisa AGAFONOVA / Alper UCAR,TUR,127.96,16,52.9,18,75.06,2014-01-19,ec2014
18,Laurence FOURNIER BEAUDRY / Nikolaj SORENSEN,DEN,127.51,18,51.92,17,75.59,2014-01-19,ec2014
19,Lorenza ALESSANDRINI / Simone VATURI,ITA,121.65,19,50.24,20,71.41,2014-01-19,ec2014
20,Henna LINDHOLM / Ossi KANERVO,FIN,121.09,20,48.75,19,72.34,2014-01-19,ec2014
21,Dora TUROCZI / Balazs MAJOR,HUN,46.8,21,46.8,DNQ,DNQ,2014-01-19,ec2014
22,Ramona ELSENER / Florian ROOST,SUI,46.36,22,46.36,DNQ,DNQ,2014-01-19,ec2014
23,Siobhan HEEKIN-CANEDY / Dmitri DUN,UKR,45.84,23,45.84,DNQ,DNQ,2014-01-19,ec2014
24,Allison REED / Vasili ROGOV,ISR,44.14,24,44.14,DNQ,DNQ,2014-01-19,ec2014
25,Barbora SILNA / Juri KURAKIN,AUT,43.22,25,43.22,DNQ,DNQ,2014-01-19,ec2014
26,Lucie MYSLIVECKOVA / Neil BROWN,CZE,42.95,26,42.95,DNQ,DNQ,2014-01-19,ec2014
27,Angelina TELEGINA / Otar JAPARIDZE,GEO,42.07,27,42.07,DNQ,DNQ,2014-01-19,ec2014
28,Viktoria KAVALIOVA / Yurii BIELIAIEV,BLR,39.03,28,39.03,DNQ,DNQ,2014-01-19,ec2014
29,Carter Marie JONES / Richard SHARPE,GBR,34.63,29,34.63,DNQ,DNQ,2014-01-19,ec2014
