Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Tatiana VOLOSOZHAR / Maxim TRANKOV,RUS,220.38,1,83.98,2,136.4,2014-01-19,ec2014
2,Ksenia STOLBOVA / Fedor KLIMOV,RUS,207.98,4,70.9,1,137.08,2014-01-19,ec2014
3,Vera BAZAROVA / Yuri LARIONOV,RUS,201.61,3,71.7,3,129.91,2014-01-19,ec2014
4,Stefania BERTON / Ondrej HOTAREK,ITA,195.61,5,69.22,4,126.39,2014-01-19,ec2014
5,Vanessa JAMES / Morgan CIPRES,FRA,185.48,6,63.23,5,122.25,2014-01-19,ec2014
6,Maylin WENDE / Daniel WENDE,GER,168.32,8,55.19,6,113.13,2014-01-19,ec2014
7,Andrea DAVIDOVICH / Evgeni KRASNOPOLSKI,ISR,163.93,7,55.32,7,108.61,2014-01-19,ec2014
8,Nicole DELLA MONICA / Matteo GUARISE,ITA,154.55,9,53.65,8,100.9,2014-01-19,ec2014
9,Mari VARTMANN / Aaron VAN CLEAVE,GER,153.21,10,52.4,9,100.81,2014-01-19,ec2014
10,Natalja ZABIJAKO / Alexandr ZABOEV,EST,149.82,12,50.12,10,99.7,2014-01-19,ec2014
11,Daria POPOVA / Bruno MASSOT,FRA,149.36,11,52.36,11,97,2014-01-19,ec2014
12,Miriam ZIEGLER / Severin KIEFER,AUT,135.05,15,44.79,12,90.26,2014-01-19,ec2014
13,Stacey KEMP / David KING,GBR,130.98,16,43.98,13,87,2014-01-19,ec2014
14,Maria PALIAKOVA / Nikita BOCHKOV,BLR,130.46,13,48.18,14,82.28,2014-01-19,ec2014
15,Amani FANCY / Christopher BOYADJI,GBR,127.76,14,47.79,15,79.97,2014-01-19,ec2014
WD,Aliona SAVCHENKO / Robin SZOLKOWY,GER,76.76,2,76.76,WD,WD,2014-01-19,ec2014
17,Alessandra CERNUSCHI / Filippo AMBROSINI,ITA,40.29,17,40.29,DNQ,DNQ,2014-01-19,ec2014
18,Elizaveta MAKAROVA / Leri KENCHADZE,BUL,39.94,18,39.94,DNQ,DNQ,2014-01-19,ec2014
19,Julia LAVRENTIEVA / Yuri RUDYK,UKR,37.96,19,37.96,DNQ,DNQ,2014-01-19,ec2014
20,Veronica GRIGORIEVA / Aritz MAESTU,ESP,34.97,20,34.97,DNQ,DNQ,2014-01-19,ec2014
