10
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
8,Arina MARTINOVA,RUS,0,76.84,38.36,40.48,2.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,Ref,Scores of Panel
1,3Lz+2T,e,7.3,False,-1.2,-1,-1,1,-1,-1,-1,-2,-1,-2,-1,,6.1
2,3Lo<,,1.5,False,-1.0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,,0.5
3,3F,,5.5,False,0.0,-1,0,0,-1,0,-1,0,-2,0,0,,5.5
4,3T+2T,,5.3,False,0.0,0,0,0,0,0,0,-1,-1,0,0,,5.3
5,FCSp2,,2.0,False,0.0,0,0,0,0,0,0,0,0,0,1,,2.0
6,2A+2T,,4.8,False,0.0,0,0,0,0,0,0,0,0,0,0,,4.8
7,CUSp2,,2.0,False,-0.12,-1,0,-1,-1,0,-1,0,-1,0,-1,,1.88
8,SpSq4,,3.4,False,0.2,0,0,0,1,0,0,0,-1,1,1,,3.6
9,3Lz<,e,2.09,True,-1.0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,,1.09
10,CoSp2,,2.1,False,0.0,0,0,0,0,0,0,0,-1,0,0,,2.1
11,SlSt2,,2.3,False,0.0,0,0,0,0,0,0,0,0,0,0,,2.3
12,3T<,,1.43,True,-0.24,-1,-1,0,-1,-1,-2,0,-2,-1,-1,,1.19
13,CCoSp1,,2.0,False,0.0,0,0,0,0,0,-1,1,0,0,0,,2.0
,,,41.72,,,,,,,,,,,,,,38.36
,Program Components,,,,Factor
,Skating Skills  ,,,,1.6,5.5,5.75,4.75,5.25,4.75,5.25,5.25,4.75,5.25,5.0,,5.15
,Transition / Linking Footwork  ,,,,1.6,4.75,5.5,4.5,4.75,4.25,4.75,4.75,4.25,5.5,4.75,,4.85
,Performance / Execution  ,,,,1.6,5.0,6.0,5.0,5.0,4.5,5.0,4.75,4.25,5.25,5.25,,5.05
,Choreography / Composition  ,,,,1.6,5.25,5.5,5.0,5.25,4.75,5.0,5.25,4.5,5.5,4.75,,5.15
,Interpretation  ,,,,1.6,5.25,5.75,5.0,5.0,4.5,5.25,5.25,4.5,5.25,4.75,,5.1
,,,,,,,,,,,,,,,,,40.48
Deduction,Falls,-2.0
