10
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
3,Fumie SUGURI,JPN,0,92.37,48.49,44.88,1.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,Ref,Scores of Panel
1,3Lz,e,6.0,False,-0.8,-1,-1,0,-2,0,-2,-1,-1,-1,-1,,5.2
2,3T+2A+SEQ,,6.0,False,0.8,1,1,0,1,1,1,0,1,1,1,,6.8
3,2F,,1.7,False,0.2,1,1,0,0,0,0,0,0,1,0,,1.9
4,FCCoSp4,,3.5,False,0.0,0,1,0,0,0,0,0,0,0,0,,3.5
5,SpSq4,,3.4,False,0.6,0,1,1,0,0,1,0,0,1,1,,4.0
6,3S,,4.95,True,-1.6,-1,-2,-1,-2,-2,-2,-1,-2,-2,-2,,3.35
7,2Lz,e,2.09,True,-0.68,-2,-2,-2,-2,-3,-3,-2,-2,-3,-2,,1.41
8,CUSp2,,2.0,False,0.0,0,0,0,0,0,0,0,0,0,0,,2.0
9,3F+2T,,7.48,True,0.0,0,0,0,0,-1,-1,0,0,0,0,,7.48
10,2A,,3.85,True,0.4,1,1,0,0,0,0,0,0,1,0,,4.25
11,FSSp2,,2.0,False,0.3,1,1,0,1,0,0,0,1,1,1,,2.3
12,SlSt2,,2.3,False,0.5,1,1,1,1,1,1,1,1,1,1,,2.8
13,CCoSp3,,3.0,False,0.5,1,1,0,1,1,1,1,1,1,1,,3.5
,,,48.27,,,,,,,,,,,,,,48.49
,Program Components,,,,Factor
,Skating Skills ,,,,1.6,6.25,7.0,5.25,6.0,5.0,6.25,6.0,6.0,5.75,6.25,,5.9
,Transition / Linking Footwork ,,,,1.6,5.5,5.75,5.0,5.5,4.25,5.0,5.5,5.0,4.75,5.5,,5.25
,Performance / Execution ,,,,1.6,5.75,6.5,5.25,5.75,4.75,6.0,5.5,5.25,5.75,6.5,,5.75
,Choreography / Composition ,,,,1.6,5.5,6.5,5.25,6.0,4.5,6.0,6.0,5.5,5.0,5.75,,5.5
,Interpretation ,,,,1.6,6.0,6.75,5.25,6.0,4.75,6.25,6.0,5.75,5.0,6.0,,5.65
,,,,,,,,,,,,,,,,,44.88
Deduction,Time violation,-1.0
