Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,CHAN Patrick,CAN,249.19,1,88.9,1,160.29,2/8/09,fc2009
2,LYSACEK Evan,USA,237.15,2,81.65,2,155.5,2/8/09,fc2009
3,KOZUKA Takahiko,JPN,221.76,3,76.61,4,145.15,2/8/09,fc2009
4,ODA Nobunari,JPN,220.26,6,75.04,3,145.22,2/8/09,fc2009
5,ABBOTT Jeremy,USA,216.94,4,75.67,6,141.27,2/8/09,fc2009
6,CHIPEUR Vaughn,CAN,212.81,7,68,5,144.81,2/8/09,fc2009
7,TEN Jeremy,CAN,207.27,9,66.6,7,140.67,2/8/09,fc2009
8,MROZ Brandon,USA,196.78,5,75.05,9,121.73,2/8/09,fc2009
9,TEN Denis,KAZ,184.82,10,61.32,8,123.5,2/8/09,fc2009
10,WU Jialiang,CHN,182.92,8,67.75,11,115.17,2/8/09,fc2009
11,LI Chengjiang,CHN,178.94,12,59.22,10,119.72,2/8/09,fc2009
12,NANRI Yasuharu,JPN,157.91,11,59.44,13,98.47,2/8/09,fc2009
13,GAO Song,CHN,155.45,13,58.74,14,96.71,2/8/09,fc2009
14,RAKIMGALIEV Abzal,KAZ,152.67,14,53.65,12,99.02,2/8/09,fc2009
15,WEBSTER Mark,AUS,123.08,17,43.93,15,79.15,2/8/09,fc2009
16,ALVES Kevin,BRA,121.97,16,43.97,16,78,2/8/09,fc2009
17,HERNANDEZ Luis,MEX,118.7,15,44.66,18,74.04,2/8/09,fc2009
18,McNAMARA Robert,AUS,116.47,18,41.59,17,74.88,2/8/09,fc2009
19,KIM Mi-Sek,KOR,108.75,19,41.04,21,67.71,2/8/09,fc2009
20,PIETERSEN Justin,RSA,106.26,22,34.48,19,71.78,2/8/09,fc2009
21,FERNANDEZ Nicholas,AUS,105.54,21,37.64,20,67.9,2/8/09,fc2009
22,PAO Charles Shu-Sa,TPE,96.37,23,34.45,23,61.92,2/8/09,fc2009
23,CONTRERAS Humberto,MEX,96.1,20,39.87,24,56.23,2/8/09,fc2009
24,SHIH Wun-Chang,TPE,96.04,24,31.52,22,64.52,2/8/09,fc2009
25,WILSON Mathieu,NZL,31.15,25,31.15,DNQ,DNQ,2/8/09,fc2009
26,YEN Sebra,TPE,31.05,26,31.05,DNQ,DNQ,2/8/09,fc2009
