Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,PANG Qing / TONG Jian,CHN,194.94,1,65.6,1,129.34,2009-02-08,fc2009
2,DUBE Jessica / DAVISON Bryce,CAN,185.62,2,64.36,2,121.26,2009-02-08,fc2009
3,ZHANG Dan / ZHANG Hao,CHN,174.98,3,63.2,3,111.78,2009-02-08,fc2009
4,DUHAMEL Meagan / BUNTIN Craig,CAN,168.43,4,62.08,6,106.35,2009-02-08,fc2009
5,McLAUGHLIN Keauna / BRUBAKER Rockne,USA,164.01,7,54.16,4,109.85,2009-02-08,fc2009
6,DENNEY Caydee / BARRETT Jeremy,USA,161.69,8,53.6,5,108.09,2009-02-08,fc2009
7,INOUE Rena / BALDWIN John,USA,157.38,5,56.78,7,100.6,2009-02-08,fc2009
8,BRODEUR Mylene / MATTATALL John,CAN,149.85,6,55.16,8,94.69,2009-02-08,fc2009
9,DONG Huibo / WU Yiming,CHN,143.33,9,52.4,9,90.93,2009-02-08,fc2009
10,SUNYOTO-YANG A / SULNDRO-YANG D,TPE,126.73,10,43.38,10,83.35,2009-02-08,fc2009
11,AGANINA Marina / ZOBNIN Dmitri,UZB,102.52,11,36.88,11,65.64,2009-02-08,fc2009
