Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Ashley WAGNER,USA,196.44,1,69.5,2,126.94,2016-10-23,gpusa2016
2,Mariah BELL,USA,191.59,6,60.92,1,130.67,2016-10-23,gpusa2016
3,Mai MIHARA,JPN,189.28,2,65.75,3,123.53,2016-10-23,gpusa2016
4,Gabrielle DALEMAN,CAN,186.63,4,64.49,4,122.14,2016-10-23,gpusa2016
5,Gracie GOLD,USA,184.22,3,64.87,5,119.35,2016-10-23,gpusa2016
6,Mao ASADA,JPN,176.78,5,64.47,6,112.31,2016-10-23,gpusa2016
7,Serafima SAKHANOVICH,RUS,163.84,8,56.52,7,107.32,2016-10-23,gpusa2016
8,So Youn PARK,KOR,161.36,7,58.16,8,103.2,2016-10-23,gpusa2016
9,Roberta RODEGHIERO,ITA,149.13,9,52.62,10,96.51,2016-10-23,gpusa2016
10,Kanako MURAKAMI,JPN,145.03,10,47.87,9,97.16,2016-10-23,gpusa2016
11,Angelina KUCHVALSKA,LAT,134.97,11,47.8,11,87.17,2016-10-23,gpusa2016
