Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Shoma UNO,JPN,279.34,1,89.15,1,190.19,2016-10-23,gpusa2016
2,Jason BROWN,USA,268.38,3,85.75,2,182.63,2016-10-23,gpusa2016
3,Adam RIPPON,USA,261.43,2,87.32,3,174.11,2016-10-23,gpusa2016
4,Sergei VORONOV,RUS,245.28,5,78.68,5,166.6,2016-10-23,gpusa2016
5,Boyang JIN,CHN,245.08,8,72.93,4,172.15,2016-10-23,gpusa2016
6,Nam NGUYEN,CAN,239.26,4,79.62,7,159.64,2016-10-23,gpusa2016
7,Maxim KOVTUN,RUS,230.75,10,67.43,6,163.32,2016-10-23,gpusa2016
8,Timothy DOLENSKY,USA,226.53,6,77.59,8,148.94,2016-10-23,gpusa2016
9,Jorik HENDRICKX,BEL,224.91,7,76.62,9,148.29,2016-10-23,gpusa2016
10,Brendan KERRY,AUS,211.76,9,71.62,10,140.14,2016-10-23,gpusa2016
