Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Aliona SAVCHENKO / Robin SZOLKOWY,GER,212.26,2,69.82,1,142.44,2011-12-11,gpf1112
2,Tatiana VOLOSOZHAR / Maxim TRANKOV,RUS,212.08,1,71.57,2,140.51,2011-12-11,gpf1112
3,Yuko KAVAGUTI / Alexander SMIRNOV,RUS,187.77,4,61.37,3,126.4,2011-12-11,gpf1112
4,Dan ZHANG / Hao ZHANG,CHN,182.54,3,63.43,4,119.11,2011-12-11,gpf1112
5,Meagan DUHAMEL / Eric RADFORD,CAN,170.43,5,61.04,5,109.39,2011-12-11,gpf1112
6,Narumi TAKAHASHI / Mervin TRAN,JPN,164.42,6,59.54,6,104.88,2011-12-11,gpf1112
