ISU GP and JGP Final 2011,,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
"",Starting,Total Total,,Total,Total,
Rank Name Nation,Number,Segment Element,,Program  Component,Deductions,
"",,Score Score,,Score (factored),,
1 Patrick CHAN CAN,6,173.67  87.59,,87.08,-1.00,
"# Executed Base GOE",,The Judges Panel,,,Ref Scores,
Elements Value,,(in random order),,,of Panel,
1 4T  10.30 -1.86 -2 -1,-2,-1 -2 -3 -2,,-2 -2,8.44,
2 4T+2T  11.60 -2.43 -3 -2,-2,-2 -2 -3 -3,,-3 -2,9.17,
3 3A  8.50  1.57 1 1,2,2 2 2 2,,1 1,10.07,
4 CiSt4  3.90  1.50 3 2,2,2 2 2 3,,1 2,5.40,
"",,Info,,,,Info
5 FCCoSp3  3.00  0.93 2 1,2,2 2 2 2,,2 1,3.93,
6 3Lz+1Lo+3S  11.77 x  0.60 1 1,-1,2 1 1 2,,0 0,12.37,
7 3Lo  5.61 x  1.00 2 1,2,2 1 1 1,,1 2,6.61,
8 3F+3T  10.34 x  1.30 2 1,2,2 1 2 2,,2 2,11.64,
9 CSSp4  3.00  0.93 2 1,2,2 2 2 2,,2 1,3.93,
10 3Lz  6.60 x -2.10 -3 -3,-3,-3 -3 -3 -3,,-3 -3,4.50,
11 2A  3.63 x  0.36 1 0,1,1 1 0 1,,0 1,3.99,
12 ChSt1  2.00  1.40 3 1,1,3 2 1 3,,2 2,3.40,
13 CCoSp4  3.50  0.64 1 1,1,1 1 2 2,,2 1,4.14,
83.75,,,,,87.59,
Program Components Factor,,,,,,
Skating Skills  2.00 8.75 8.75,8.25,9.50 8.75 8.75 8.75,,8.50 9.00,8.75,
Transition / Linking Footwork  2.00 7.50 8.75,8.00,9.00 8.50 8.75 9.00,,8.50 8.75,8.61,
Performance / Execution  2.00 9.25 8.00,8.25,8.50 9.00 8.50 8.75,,8.50 8.75,8.61,
Choreography / Composition  2.00 8.75 8.50,8.25,9.00 9.00 8.75 9.25,,8.25 9.00,8.75,
Interpretation  2.00 9.25 8.75,8.25,8.50 9.00 8.75 9.00,,8.50 9.25,8.82,
Judges Total Program Component Score (factored),,,,,87.08,
Deductions: Falls: -1.00,,,,,-1.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,,
"",Starting,Total Total,,Total,Total,
Rank Name Nation,Number,Segment Element,,Program  Component,Deductions,
"",,Score Score,,Score (factored),,
2 Daisuke TAKAHASHI JPN,2,172.63  87.05,,85.58,0.00,
"# Executed Base GOE",,The Judges Panel,,,Ref Scores,
Elements Value,,(in random order),,,of Panel,
1 4T  10.30 -2.57 -3 -2,-3,-2 -3 -2 -2,,-3 -3,7.73,
2 3A  8.50  1.86 1 2,2,2 2 2 2,,2 1,10.36,
3 3S  4.20  0.60 1 1,1,1 1 2 0,,1 0,4.80,
4 CCSp2  2.30  0.29 0 1,1,1 1 1 0,,0 0,2.59,
5 CiSt4  3.90  1.60 2 2,2,3 3 3 2,,2 2,5.50,
6 FCCoSp4  3.50  0.50 1 1,1,1 2 1 0,,1 1,4.00,
7 3A+3T  13.86 x  1.57 2 3,1,2 2 2 1,,1 0,15.43,
8 3F+2T  7.26 x  0.70 1 1,1,1 1 2 1,,0 1,7.96,
9 3Lo  5.61 x  0.10 0 0,0,1 0 1 0,,-1 0,5.71,
10 3Lz+2T  8.03 x  0.60 0 1,0,1 1 2 1,,1 1,8.63,
11 3F  5.83 x  0.80 1 2,1,2 0 1 1,,1 1,6.63,
12 ChSt1  2.00  1.50 2 3,2,3 2 2 2,,1 2,3.50,
13 CCoSp4  3.50  0.71 1 2,1,2 1 2 1,,1 2,4.21,
78.79,,,,,87.05,
Program Components Factor,,,,,,
