Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Meryl DAVIS / Charlie WHITE,USA,188.55,1,76.17,1,112.38,2011-12-11,gpf1112
2,Tessa VIRTUE / Scott MOIR,CAN,183.34,2,71.01,2,112.33,2011-12-11,gpf1112
3,Nathalie PECHALAT / Fabian BOURZAT,FRA,169.69,3,68.68,3,101.01,2011-12-11,gpf1112
4,Kaitlyn WEAVER / Andrew POJE,CAN,166.07,4,66.24,4,99.83,2011-12-11,gpf1112
5,Maia SHIBUTANI / Alex SHIBUTANI,USA,160.55,5,65.53,5,95.02,2011-12-11,gpf1112
6,Ekaterina BOBROVA / Dmitri SOLOVIEV,RUS,157.3,6,64.05,6,93.25,2011-12-11,gpf1112
