10
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
7,Sergei DAVYDOV,BLR,0,118.45,57.05,61.4,0.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,Ref,Scores of Panel
1,3A+SEQ,,6.0,False,-2.0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,4.0
2,3A,,7.5,False,-1.4,-1,-1,0,-2,-2,-1,-1,-2,-1,-1,,6.1
3,3Lz+2T,,7.3,False,0.0,0,0,0,0,0,0,1,0,0,0,,7.3
4,FSSp3,,2.3,False,0.2,1,1,1,-1,0,0,1,0,0,1,,2.5
5,CiSt2,,2.3,False,0.5,1,1,1,1,1,1,1,0,0,0,,2.8
6,3F,e,6.05,True,-1.8,-1,-3,-2,-2,-2,-2,-2,-1,-2,-2,,4.25
7,3Lo+2T+2T,,8.36,True,0.0,0,0,0,0,0,0,0,0,0,0,,8.36
8,3S,,4.95,True,0.0,0,0,0,0,0,0,1,0,0,1,,4.95
9,CUSp2,,2.0,False,0.0,0,0,0,0,0,0,1,0,0,1,,2.0
10,3T,,4.4,True,0.2,0,0,1,0,0,1,1,0,0,1,,4.6
11,2A,,3.85,True,0.0,0,0,0,0,0,0,0,0,0,0,,3.85
12,CCoSp1,,2.0,False,-0.06,0,0,0,-1,-1,0,0,0,-1,0,,1.94
13,SlSt1,,1.8,False,0.3,1,1,1,1,0,0,1,0,0,0,,2.1
14,CSSp3,,2.3,False,0.0,0,0,0,0,0,0,0,0,0,0,,2.3
,,,61.11,,,,,,,,,,,,,,57.05
,Program Components,,,,Factor
,Skating Skills  ,,,,2.0,6.5,6.5,6.0,5.75,6.0,6.25,6.75,6.75,6.75,6.75,,6.4
,Transition / Linking Footwork  ,,,,2.0,5.75,5.5,5.5,5.0,5.5,6.0,6.5,6.75,5.5,6.25,,5.85
,Performance / Execution  ,,,,2.0,6.25,6.0,6.5,5.25,6.0,6.25,6.75,6.5,6.25,6.25,,6.2
,Choreography / Composition  ,,,,2.0,6.25,5.75,6.25,5.25,5.0,6.5,6.75,6.75,6.25,6.5,,6.1
,Interpretation  ,,,,2.0,6.25,6.0,6.5,5.25,5.75,6.0,6.75,6.75,6.5,6.25,,6.15
,,,,,,,,,,,,,,,,,61.4
