Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Patrick CHAN,CAN,253.74,3,83.28,1,170.46,2011-10-30,gpcan2011
2,Javier FERNANDEZ,ESP,250.33,1,84.71,2,165.62,2011-10-30,gpcan2011
3,Daisuke TAKAHASHI,JPN,237.87,2,84.66,3,153.21,2011-10-30,gpcan2011
4,Adam RIPPON,USA,217.97,4,72.89,4,145.08,2011-10-30,gpcan2011
5,Denis TEN,KAZ,212.39,5,71.4,6,140.99,2011-10-30,gpcan2011
6,Ross MINER,USA,202.36,9,60.83,5,141.53,2011-10-30,gpcan2011
7,Andrei ROGOZINE,CAN,193.4,6,67.28,7,126.12,2011-10-30,gpcan2011
8,Kevin VAN DER PERREN,BEL,179.21,8,64.01,8,115.2,2011-10-30,gpcan2011
9,Alexander MAJOROV,SWE,177.84,7,65.14,9,112.7,2011-10-30,gpcan2011
10,Elladj BALDE,CAN,151.57,10,55.99,10,95.58,2011-10-30,gpcan2011
