ISU GP Skate Canada International 2011,,,,,
PAIRS FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
1 Tatiana VOLOSOZHAR / Maxim TRANKOV RUS  8,130.96  65.19,,65.77,0.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 3LzTw2  5.40  1.60 2 3 2,3 2 2 2,,3 2,7.00,
2 3S  4.20 -1.10 -1 -2 -2,-2 -1 -2 -2,,-1 -1,3.10,
3 3T+2T  5.40  0.80 1 2 2,1 1 1 1,,1 1,6.20,
4 BoDs3  4.00  1.20 2 2 2,1 2 1 2,,1 2,5.20,
"",Info,,,,Info
5 FCCoSp4  3.50  0.86 2 2 1,2 1 2 2,,1 3,4.36,
6 3LoTh  5.50 x  2.00 3 3 2,3 3 2 3,,3 3,7.50,
7 5ALi4  7.15 x  1.30 2 2 2,1 2 1 2,,2 2,8.45,
8 5RLi4  7.15 x  1.00 2 2 1,1 1 2 1,,1 3,8.15,
9 3STh  4.95 x -1.00 -1 2 -2,-1 -2 -2 -2,,-1 -1,3.95,
10 3Li2  3.30 x  0.29 1 1 1,-2 0 0 1,,0 1,3.59,
11 ChSp1  2.00  0.90 2 1 2,1 1 0 1,,1 2,2.90,
12 PCoSp4  4.50  0.29 1 1 1,-1 1 1 0,,0 0,4.79,
57.05,,,,65.19,
Program Components Factor,,,,,
Skating Skills  1.60 8.50 8.00 8.75,7.75 9.00 8.75 7.75,,8.00 8.50,8.32,
Transition / Linking Footwork  1.60 8.25 7.75 8.25,8.25 7.50 8.00 7.75,,8.25 6.75,7.96,
Performance / Execution  1.60 8.75 8.25 9.00,8.00 8.00 8.25 7.75,,8.50 7.50,8.21,
Choreography / Composition  1.60 8.25 8.25 8.75,8.75 7.50 8.50 8.25,,8.25 8.25,8.36,
Interpretation  1.60 8.50 8.00 9.00,8.75 7.50 8.25 8.00,,8.75 7.00,8.25,
Judges Total Program Component Score (factored),,,,65.77,
Deductions:,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
2 Wenjing SUI / Cong HAN CHN  5,121.59  66.01,,55.58,0.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 4LzTw1  7.10  0.86 2 -1 1,1 2 -1 2,,0 1,7.96,
2 3T<<+2T<+2T< <<  3.10 -0.60 -3 -3 -3,-3 -3 -3 -3,,-3 -3,2.50,
3 3STh  4.50  1.40 2 2 2,2 2 2 3,,2 2,5.90,
4 BoDs4  4.50  0.60 1 0 2,1 1 0 1,,1 1,5.10,
5 FCCoSp4  3.50  0.24 0 -2 0,1 1 -1 1,,1 1,3.74,
6 ChSp1  2.00  1.20 2 1 3,2 1 1 2,,2 2,3.20,
7 3FTh  6.05 x  1.30 2 2 3,2 2 1 2,,2 1,7.35,
8 2A  3.63 x  0.07 1 -1 0,0 1 0 -1,,1 0,3.70,
9 4Li4  4.40 x  0.86 2 -1 2,2 2 1 1,,2 2,5.26,
10 PCoSp4  4.50  0.64 2 0 2,1 1 1 1,,1 2,5.14,
11 5TLi4  6.60 x  1.21 3 1 3,2 3 2 2,,2 3,7.81,
12 5ALi4  7.15 x  1.20 2 1 3,2 2 1 2,,1 2,8.35,
57.03,,,,66.01,
Program Components Factor,,,,,
Skating Skills  1.60 6.00 7.75 7.75,7.00 6.75 6.75 7.25,,6.75 6.75,7.00,
