Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Elizaveta TUKTAMISHEVA,RUS,177.38,1,59.57,2,117.81,2011-10-30,gpcan2011
2,Akiko SUZUKI,JPN,172.26,4,52.82,1,119.44,2011-10-30,gpcan2011
3,Ashley WAGNER,USA,165.48,2,54.5,3,110.98,2011-10-30,gpcan2011
4,Alena LEONOVA,RUS,152.22,7,49.75,4,102.47,2011-10-30,gpcan2011
5,Mirai NAGASU,USA,151.72,5,52.73,5,98.99,2011-10-30,gpcan2011
6,Amelie LACOSTE,CAN,146.4,6,50.6,6,95.8,2011-10-30,gpcan2011
7,Cynthia PHANEUF,CAN,140.7,8,48.7,7,92.0,2011-10-30,gpcan2011
8,Sarah HECKEN,GER,130.71,10,44.5,8,86.21,2011-10-30,gpcan2011
9,Adriana DESANCTIS,CAN,129.48,9,47.14,9,82.34,2011-10-30,gpcan2011
10,Rachael FLATT,USA,128.22,3,54.23,10,73.99,2011-10-30,gpcan2011
