10
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
8,Marina AGANINA / Artem KNYAZEV,UZB,0,36.72,21.76,16.96,2.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,Ref,Scores of Panel
1,2A,,3.3,False,-0.42,-1,-1,0,0,0,0,0,0,-1,-1,,2.88
2,2ATh,,4.0,False,0.14,1,0,0,1,0,0,0,0,0,0,,4.14
3,2Tw3,,4.0,False,0.0,0,0,0,0,0,0,-1,0,0,0,,4.0
4,SlSt1,,1.8,False,-0.06,0,0,-1,0,0,0,-1,0,0,0,,1.74
5,FCCoSp3,,3.0,False,-0.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,2.7
6,3Li,,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
7,FiDs1,,2.8,False,-0.14,-1,0,0,0,0,0,0,0,0,-1,,2.66
8,PCoSp3,,4.0,False,-0.36,0,-1,-2,0,-1,-1,-2,-1,-2,-1,,3.64
,,,22.9,,,,,,,,,,,,,,21.76
,Program Components,,,,Factor
,Skating Skills ,,,,0.8,4.75,4.75,4.25,4.75,4.75,4.25,4.0,4.5,4.0,4.5,,4.45
,Transition / Linking Footwork ,,,,0.8,4.25,4.5,4.0,4.25,4.75,3.75,3.75,4.75,3.75,4.25,,4.1
,Performance / Execution ,,,,0.8,4.5,4.25,4.0,4.5,4.75,4.25,3.75,4.5,4.0,4.25,,4.2
,Choreography / Composition ,,,,0.8,4.5,5.0,4.25,4.75,5.0,4.0,4.0,5.0,4.0,4.5,,4.4
,Interpretation ,,,,0.8,4.25,4.25,4.0,4.5,5.0,4.0,3.75,4.75,3.75,4.0,,4.05
,,,,,,,,,,,,,,,,,16.96
Deduction,Illegal element,-2.0
