Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Jeffrey BUTTLE,CAN,245.17,1,82.1,1,163.07,2008-03-23,wc2008
2,Brian JOUBERT,FRA,231.22,6,77.75,2,153.47,2008-03-23,wc2008
3,Johnny WEIR,USA,221.84,2,80.79,5,141.05,2008-03-23,wc2008
4,Daisuke TAKAHASHI,JPN,220.11,3,80.4,6,139.71,2008-03-23,wc2008
5,Stephane LAMBIEL,SUI,217.88,5,79.12,7,138.76,2008-03-23,wc2008
6,Kevin VAN DER PERREN,BEL,216.02,9,70.24,3,145.78,2008-03-23,wc2008
7,Sergei VORONOV,RUS,209.93,15,65.26,4,144.67,2008-03-23,wc2008
8,Takahiko KOZUKA,JPN,205.15,8,70.91,8,134.24,2008-03-23,wc2008
9,Patrick CHAN,CAN,203.55,7,72.81,11,130.74,2008-03-23,wc2008
10,Stephen CARRIERE,USA,201.69,11,68.2,9,133.49,2008-03-23,wc2008
11,Jeremy ABBOTT,USA,197.26,14,65.61,10,131.65,2008-03-23,wc2008
12,Sergei DAVYDOV,BLR,196.79,12,68.19,12,128.6,2008-03-23,wc2008
13,Adrian SCHULTHEISS,SWE,194.39,13,66.45,13,127.94,2008-03-23,wc2008
14,Kristoffer BERNTSSON,SWE,193.72,10,69.02,15,124.7,2008-03-23,wc2008
15,Tomas VERNER,CZE,191.94,4,79.87,20,112.07,2008-03-23,wc2008
16,Karel ZELENKA,ITA,187.65,17,64.05,16,123.6,2008-03-23,wc2008
17,Gregor URBAS,SLO,187.48,18,61.65,14,125.83,2008-03-23,wc2008
18,Yannick PONSERO,FRA,182.06,16,64.46,18,117.6,2008-03-23,wc2008
19,Yasuharu NANRI,JPN,179.88,20,60.89,17,118.99,2008-03-23,wc2008
20,Anton KOVALEVSKI,UKR,178.13,21,60.74,19,117.39,2008-03-23,wc2008
21,Igor MACYPURA,SVK,169.93,19,61.19,21,108.74,2008-03-23,wc2008
22,Jamal OTHMAN,SUI,164.02,22,57.75,22,106.27,2008-03-23,wc2008
23,Chengjiang LI,CHN,155.75,23,53.99,23,101.76,2008-03-23,wc2008
24,Abzal RAKIMGALIEV,KAZ,149.92,24,51.58,24,98.34,2008-03-23,wc2008
25,Alexandr KAZAKOV,BLR,51,25,51,DNQ,DNQ,2008-03-23,wc2008
26,Michael CHROLENKO,NOR,50.5,26,50.5,DNQ,DNQ,2008-03-23,wc2008
27,Pavel KASKA,CZE,49.98,27,49.98,DNQ,DNQ,2008-03-23,wc2008
28,Boris MARTINEC,CRO,48.91,28,48.91,DNQ,DNQ,2008-03-23,wc2008
29,Elliot HILTON,GBR,48.1,29,48.1,DNQ,DNQ,2008-03-23,wc2008
30,Javier FERNANDEZ,ESP,47.87,30,47.87,DNQ,DNQ,2008-03-23,wc2008
31,Mikko MINKKINEN,FIN,47.15,31,47.15,DNQ,DNQ,2008-03-23,wc2008
32,Peter LIEBERS,GER,46.96,32,46.96,DNQ,DNQ,2008-03-23,wc2008
33,Zoltan KELEMEN,ROU,45.58,33,45.58,DNQ,DNQ,2008-03-23,wc2008
34,Maxim SHIPOV,ISR,44.32,34,44.32,DNQ,DNQ,2008-03-23,wc2008
35,Sean CARLOW,AUS,43.98,35,43.98,DNQ,DNQ,2008-03-23,wc2008
36,Luis HERNANDEZ,MEX,42.74,36,42.74,DNQ,DNQ,2008-03-23,wc2008
37,Manuel KOLL,AUT,42.47,37,42.47,DNQ,DNQ,2008-03-23,wc2008
38,Justin PIETERSEN,RSA,38.67,38,38.67,DNQ,DNQ,2008-03-23,wc2008
39,Naiden BORICHEV,BUL,38.36,39,38.36,DNQ,DNQ,2008-03-23,wc2008
40,Konstantin TUPIKOV,POL,37.47,40,37.47,DNQ,DNQ,2008-03-23,wc2008
41,Tristan THODE,NZL,35.29,41,35.29,DNQ,DNQ,2008-03-23,wc2008
42,Kutay ERYOLDAS,TUR,35.04,42,35.04,DNQ,DNQ,2008-03-23,wc2008
43,Danil PRIVALOV,AZE,34.73,43,34.73,DNQ,DNQ,2008-03-23,wc2008
44,Tigran VARDANJAN,HUN,32.37,44,32.37,DNQ,DNQ,2008-03-23,wc2008
45,Saulius AMBRULEVICIUS,LTU,28.63,45,28.63,DNQ,DNQ,2008-03-23,wc2008
WD,Alban PREAUBERT,FRA,WD,WD,WD,WD,WD,2008-03-23,wc2008
