Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Mao ASADA,JPN,185.56,2,64.1,2,121.46,2008-03-23,wc2008
2,Carolina KOSTNER,ITA,184.68,1,64.28,3,120.4,2008-03-23,wc2008
3,Yu-Na KIM,KOR,183.23,5,59.85,1,123.38,2008-03-23,wc2008
4,Yukari NAKANO,JPN,177.4,3,61.1,4,116.3,2008-03-23,wc2008
5,Joannie ROCHETTE,CAN,174.12,6,59.53,5,114.59,2008-03-23,wc2008
6,Sarah MEIER,SUI,171.88,7,59.49,6,112.39,2008-03-23,wc2008
7,Kimmie MEISSNER,USA,149.74,9,57.25,12,92.49,2008-03-23,wc2008
8,Laura LEPISTO,FIN,147.26,21,45.41,7,101.85,2008-03-23,wc2008
9,Kiira KORPI,FIN,145.73,4,60.58,17,85.15,2008-03-23,wc2008
10,Beatrisa LIANG,USA,145.29,10,52.81,13,92.48,2008-03-23,wc2008
11,Julia SEBESTYEN,HUN,145.17,19,47.04,8,98.13,2008-03-23,wc2008
12,Annette DYTRT,GER,144.31,12,50.99,11,93.32,2008-03-23,wc2008
13,Valentina MARCHEI,ITA,142.93,17,48.89,9,94.04,2008-03-23,wc2008
14,Mira LEUNG,CAN,140.59,14,50.69,14,89.9,2008-03-23,wc2008
15,Elena GLEBOVA,EST,140.1,20,46.26,10,93.84,2008-03-23,wc2008
16,Ashley WAGNER,USA,137.4,11,51.49,15,85.91,2008-03-23,wc2008
17,Ksenia DORONINA,RUS,135.25,15,49.94,16,85.31,2008-03-23,wc2008
18,Viktoria HELGESSON,SWE,127.96,16,49.68,20,78.28,2008-03-23,wc2008
19,Na-Young KIM,KOR,127.32,18,47.96,19,79.36,2008-03-23,wc2008
20,Elene GEDEVANISHVILI,GEO,125.99,23,44.06,18,81.93,2008-03-23,wc2008
21,Anastasia GIMAZETDINOVA,UZB,124.92,13,50.84,21,74.08,2008-03-23,wc2008
22,Tamar KATZ,ISR,116.86,24,43.58,22,73.28,2008-03-23,wc2008
23,Melinda Sherilyn WANG,TPE,116.12,22,44.77,23,71.35,2008-03-23,wc2008
WD,Miki ANDO,JPN,59.21,8,59.21,WD,WD,2008-03-23,wc2008
25,Jenna MCCORKELL,GBR,42.55,25,42.55,DNQ,DNQ,2008-03-23,wc2008
26,Ivana REITMAYEROVA,SVK,41.79,26,41.79,DNQ,DNQ,2008-03-23,wc2008
27,Tugba KARADEMIR,TUR,38.71,27,38.71,DNQ,DNQ,2008-03-23,wc2008
28,Merovee EPHREM,MON,38.61,28,38.61,DNQ,DNQ,2008-03-23,wc2008
29,Victoria MUNIZ,PUR,38.41,29,38.41,DNQ,DNQ,2008-03-23,wc2008
30,Sonia LAFUENTE,ESP,38.35,30,38.35,DNQ,DNQ,2008-03-23,wc2008
31,Yan LIU,CHN,38.13,31,38.13,DNQ,DNQ,2008-03-23,wc2008
32,Nella SIMAOVA,CZE,37.72,32,37.72,DNQ,DNQ,2008-03-23,wc2008
33,Sonia RADEVA,BUL,37.44,33,37.44,DNQ,DNQ,2008-03-23,wc2008
34,Anna JURKIEWICZ,POL,37.09,34,37.09,DNQ,DNQ,2008-03-23,wc2008
35,Irina MOVCHAN,UKR,36.17,35,36.17,DNQ,DNQ,2008-03-23,wc2008
36,Julia SHEREMET,BLR,34.69,36,34.69,DNQ,DNQ,2008-03-23,wc2008
37,Tina WANG,AUS,34.0,37,34.0,DNQ,DNQ,2008-03-23,wc2008
38,Candice DIDIER,FRA,33.91,38,33.91,DNQ,DNQ,2008-03-23,wc2008
39,Roxana LUCA,ROU,32.07,39,32.07,DNQ,DNQ,2008-03-23,wc2008
40,Viviane KAESER,SUI,30.37,40,30.37,DNQ,DNQ,2008-03-23,wc2008
41,Mirna LIBRIC,CRO,30.2,41,30.2,DNQ,DNQ,2008-03-23,wc2008
42,Ksenia JASTSENJSKI,SRB,29.05,42,29.05,DNQ,DNQ,2008-03-23,wc2008
43,Barbara KLERK,BEL,28.38,43,28.38,DNQ,DNQ,2008-03-23,wc2008
44,Loretta HAMUI,MEX,28.15,44,28.15,DNQ,DNQ,2008-03-23,wc2008
45,Gracielle Jeanne TAN,PHI,27.85,45,27.85,DNQ,DNQ,2008-03-23,wc2008
46,Denise KOEGL,AUT,27.36,46,27.36,DNQ,DNQ,2008-03-23,wc2008
47,Charissa TANSOMBOON,THA,27.28,47,27.28,DNQ,DNQ,2008-03-23,wc2008
48,Stasia RAGE,LAT,26.45,48,26.45,DNQ,DNQ,2008-03-23,wc2008
49,Tamami ONO,HKG,26.2,49,26.2,DNQ,DNQ,2008-03-23,wc2008
50,Maria-Elena PAPASOTIRIOU,GRE,25.95,50,25.95,DNQ,DNQ,2008-03-23,wc2008
51,Lejeanne MARAIS,RSA,25.85,51,25.85,DNQ,DNQ,2008-03-23,wc2008
52,Morgan FIGGINS,NZL,25.16,52,25.16,DNQ,DNQ,2008-03-23,wc2008
53,Beatrice ROZINSKAITE,LTU,24.02,53,24.02,DNQ,DNQ,2008-03-23,wc2008
