ISU World Figure Skating Championships 2008,,,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
"",,Total Total,,Total,,Total,
NOC,,Segment Element,,Program  Component,,Deductions,
Rank Name,,,,,,,
Code,,Score Score,,Score (factored),,,
"",,= +,,+,,-,
1 Jeffrey BUTTLE CAN,,163.07  84.29,,78.78,,0.00,
"# Executed Base GOE",,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
Transition / Linking Footwork  2.00 6.25 5.50 6.50,7.00,6.50 6.75 6.50 6.75,6.50,6.25 6.00 6.25,,6.39,
Performance / Execution  2.00 6.75 6.50 6.50,6.50,7.00 6.75 6.75 6.75,6.50,6.75 6.50 6.00,,6.61,
Choreography / Composition  2.00 6.75 5.75 6.75,6.75,7.25 6.75 6.50 7.25,7.00,6.50 6.25 6.50,,6.64,
Interpretation  2.00 7.50 6.50 6.50,7.25,7.50 7.25 7.00 7.25,6.75,6.75 6.50 6.00,,6.89,
Judges Total Program Component Score (factored),,,,,,66.20,
Deductions: Falls: -2.00,,,,,,-2.00,
"*  Invalid element e  Jump take off with wrong edge <  Downgraded jump",,"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
ISU World Figure Skating Championships 2008,,,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
"",,Total Total,,Total,,Total,
NOC,,Segment Element,,Program  Component,,Deductions,
Rank Name,,,,,,,
Code,,Score Score,,Score (factored),,,
"",,= +,,+,,-,
11 Patrick CHAN CAN,,130.74  64.12,,67.62,,1.00,
"# Executed Base GOE",,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
1 3A  7.50  1.29 2 1 1,1,1 1 1 2,0,2 2 0,,8.79,
2 3F+3T  9.50  0.14 0 0 0,0,2 0 1 Info0,0,1 1 0,,9.64,Info
3 2Lz  1.90 -0.30 -1 -1 -1,-1,-1 -1 -2 -1,-1,-1 -1 -1,,1.60,
4 CiSt3  3.10  0.36 0 1 2,1,2 1 1 1,0,1 1 0,,3.46,
5 FSSp2  2.00  0.36 1 0 1,1,1 0 0 0,1,1 1 1,,2.36,
6 3A+SEQ  6.00 -3.00 -3 -3 -3,-3,-3 -3 -3 -3,-3,-3 -3 -3,,3.00,
7 3Lz+2T+2Lo  9.68 x  0.71 0 1 0,1,1 0 0 1,1,1 1 0,,10.39,
8 3Lo  5.50 x  0.29 1 0 1,0,2 0 0 0,0,1 1 0,,5.79,
9 CCoSp4  3.50  0.43 1 1 1,1,1 0 1 0,1,1 1 1,,3.93,
10 3S*+2T* *  0.00  0.00 - - -,-,- - - -,-,- - -,,0.00,
11 2A  3.85 x  0.71 1 1 2,1,1 0 0 1,0,1 1 0,,4.56,
12 SlSt3  3.10  0.71 1 2 2,2,2 0 2 2,1,1 2 1,,3.81,
13 CSSp4  3.00  0.43 1 1 2,1,2 1 0 0,1,1 0 2,,3.43,
14 CoSp4  3.00  0.36 0 0 1,1,1 0 1 1,1,1 1 1,,3.36,
61.63,,,,,,64.12,
Program Components Factor,,,,,,,
Skating Skills  2.00 6.75 7.00 7.50,7.25,7.50 6.50 7.50 7.25,6.75,7.00 7.25 6.75,,6.96,
Transition / Linking Footwork  2.00 6.50 6.00 6.75,7.00,7.25 6.00 7.00 7.00,6.50,6.50 6.50 6.25,,6.46,
Performance / Execution  2.00 7.00 6.75 7.25,6.75,7.50 6.25 7.00 7.00,6.75,7.00 7.00 6.25,,6.79,
Choreography / Composition  2.00 6.75 6.75 7.50,6.75,7.75 6.00 7.00 7.00,7.00,7.00 7.00 7.00,,6.89,
Interpretation  2.00 7.25 6.00 7.25,6.50,7.50 6.25 7.25 7.00,7.00,6.75 7.00 6.50,,6.71,
Judges Total Program Component Score (factored),,,,,,67.62,
Deductions: Falls: -1.00,,,,,,-1.00,
"*  Invalid element e  Jump take off with wrong edge <  Downgraded jump",,"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
"",,Total Total,,Total,,Total,
NOC,,Segment Element,,Program  Component,,Deductions,
Rank Name,,,,,,,
Code,,Score Score,,Score (factored),,,
"",,= +,,+,,-,
12 Sergei DAVYDOV BLR,,128.60  65.36,,63.24,,0.00,
"# Executed Base GOE",,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
1 3A+3T  11.50  0.57 1 0 1,0,1 1 1 0,1,1 1 0,,12.07,
2 3A  7.50  0.29 1 0 0,0,1 0 1 0,1,0 1 0,,7.79,
3 3Lz+2T+2T  8.60  0.14 0 0 0,0,1 0 0 0,1,0 1 0,,8.74,
4 FSSp2  2.00  0.29 1 0 1,1,1 1 0 0,0,1 0 1,,2.29,
5 CiSt1  1.80  0.36 1 1 1,1,1 0 0 1,0,0 1 1,,2.16,
6 2F e  1.87 x -0.30 -1 -1 -1,-1,-1 -1 -1 -2,-1,-1 -1 -1,,1.57,
7 3Lo+2T  6.93 x  0.00 0 0 0,0,0 0 0 0,0,0 0 0,,6.93,
8 3S  4.95 x  0.43 0 0 0,1,1 0 1 1,0,1 0 1,,5.38,
9 USp2  1.50  0.00 0 0 0,-1,1 0 0 0,0,0 1 0,,1.50,
10 3T  4.40 x  0.86 1 0 1,1,1 0 1 1,1,1 1 1,,5.26,
11 2A  3.85 x  0.29 0 0 0,1,1 0 0 0,0,1 1 0,,4.14,
12 CCoSp2  2.50  0.14 1 0 0,1,0 0 0 -1,1,0 0 0,,2.64,
13 SlSt2  2.30  0.29 0 1 1,1,1 1 0 1,0,0 0 1,,2.59,
14 CSSp3  2.30  0.00 0 0 0,0,0 0 0 0,1,0 0 0,,2.30,
62.00,,,,,,65.36,
Program Components Factor,,,,,,,
Skating Skills  2.00 7.00 6.25 6.75,6.75,5.75 6.50 6.50 6.75,6.75,6.25 6.50 6.25,,6.54,
Transition / Linking Footwork  2.00 6.50 5.50 6.00,6.25,3.25 6.00 5.75 6.50,6.50,6.00 5.75 6.00,,6.14,
Performance / Execution  2.00 7.25 6.00 6.50,6.50,5.50 6.25 6.25 6.75,6.50,6.00 6.00 6.00,,6.29,
Choreography / Composition  2.00 6.75 5.75 6.25,6.50,4.75 6.00 6.25 6.75,6.75,6.25 6.00 6.25,,6.36,
Interpretation  2.00 7.00 6.25 6.50,6.25,4.75 6.25 6.50 6.50,6.75,6.00 6.00 6.00,,6.29,
Judges Total Program Component Score (factored),,,,,,63.24,
Deductions:,,,,,,0.00,
"*  Invalid element e  Jump take off with wrong edge <  Downgraded jump",,"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
ISU World Figure Skating Championships 2008,,,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
"",,Total Total,,Total,,Total,
NOC,,Segment Element,,Program  Component,,Deductions,
Rank Name,,,,,,,
Code,,Score Score,,Score (factored),,,
"",,= +,,+,,-,
13 Adrian SCHULTHEISS SWE,,127.94  70.08,,57.86,,0.00,
"# Executed Base GOE",,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
1 3A  7.50  0.43 0 1 0,0,1 1 1 0,1,0 1 0,,7.93,
2 3Lz+3T+2T  11.30  1.00 1 1 1,1,1 0 1 Info1,1,1 1 1,,12.30,Info
3 3A+2T  8.80  0.00 0 0 0,0,-1 0 0 1,-1,0 0 0,,8.80,
4 FSSp2  2.00  0.07 0 0 0,0,0 0 0 0,1,0 0 1,,2.07,
5 3Lo  5.00 -1.00 -1 -1 -1,-1,0 -1 -1 -1,-1,-2 -1 -1,,4.00,
6 3Lz+2T  7.30  0.57 0 0 0,1,1 1 1 1,0,1 1 0,,7.87,
7 2A  3.50  0.71 1 0 0,0,0 0 0 1,1,1 1 1,,4.21,
8 CiSt3  3.10  0.00 0 0 0,0,1 0 0 0,0,1 0 0,,3.10,
9 3F e  6.05 x -2.14 -2 -2 -1,-2,-2 -2 -2 -2,-2,-3 -3 -2,,3.91,
10 3S  4.95 x -0.43 -1 0 -1,-1,1 0 0 0,-1,0 0 -1,,4.52,
11 CSSp4  3.00  0.00 0 0 0,0,0 0 0 0,0,0 0 0,,3.00,
12 SlSt2  2.30  0.00 0 0 0,0,0 1 0 0,0,0 0 0,,2.30,
13 CCoSp3  3.00  0.00 0 0 0,0,0 0 0 0,-1,0 0 0,,3.00,
14 CoSp4  3.00  0.07 0 0 0,0,0 0 0 0,1,0 0 1,,3.07,
70.80,,,,,,70.08,
Program Components Factor,,,,,,,
Skating Skills  2.00 5.75 6.25 6.00,5.75,5.75 6.50 6.25 6.25,5.75,5.75 5.50 6.25,,5.96,
Transition / Linking Footwork  2.00 5.50 5.50 5.50,5.25,5.25 6.00 5.50 5.50,5.25,5.50 4.75 5.75,,5.46,
Performance / Execution  2.00 6.00 6.00 5.75,6.00,5.50 6.00 5.75 6.00,5.75,5.75 5.50 6.25,,5.93,
Choreography / Composition  2.00 5.50 5.75 5.75,6.25,5.50 5.75 5.50 6.25,5.25,5.75 5.25 6.50,,5.79,
Interpretation  2.00 5.50 6.00 5.75,6.00,5.25 6.00 6.25 6.25,5.25,5.50 5.25 6.25,,5.79,
Judges Total Program Component Score (factored),,,,,,57.86,
Deductions:,,,,,,0.00,
"*  Invalid element e  Jump take off with wrong edge <  Downgraded jump",,"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
"",,Total Total,,Total,,Total,
NOC,,Segment Element,,Program  Component,,Deductions,
Rank Name,,,,,,,
Code,,Score Score,,Score (factored),,,
"",,= +,,+,,-,
14 Gregor URBAS SLO,,125.83  68.69,,57.14,,0.00,
"# Executed Base GOE",,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
1 3Lz+3T+2T  11.30 -0.14 0 0 0,0,1 0 0 0,-1,1 -1 0,,11.16,
2 3A  7.50  0.29 1 0 0,0,1 0 1 0,0,1 1 0,,7.79,
3 3Lz  6.00  0.00 0 0 0,-1,1 0 0 0,0,0 0 0,,6.00,
4 FSSp3  2.30  0.21 0 1 0,0,1 0 0 0,1,0 1 1,,2.51,
5 3S  4.50  0.57 1 0 0,0,1 0 1 1,1,0 1 1,,5.07,
6 2A  3.50  0.00 0 0 0,0,0 0 0 0,0,0 0 0,,3.50,
7 CiSt2  2.30  0.07 0 0 0,0,1 1 0 0,0,0 0 1,,2.37,
8 3A+1T  8.69 x -0.86 0 -1 -1,-1,-2 -1 -1 0,-2,0 -2 -1,,7.83,
9 3F  6.05 x  0.00 0 0 0,0,0 0 0 1,-1,0 0 0,,6.05,
10 CoSp4  3.00  0.29 0 0 0,0,1 1 1 0,1,1 1 1,,3.29,
11 SlSt2  2.30  0.00 0 0 0,0,0 0 0 0,0,0 0 0,,2.30,
12 3Lo+2T  6.93 x -0.14 0 0 0,0,0 0 0 0,-1,0 -1 0,,6.79,
13 CCoSp2  2.50  0.00 0 0 0,-1,0 0 0 0,0,0 0 0,,2.50,
14 CUSp1  1.70 -0.17 0 0 0,0,-1 -1 0 -1,-1,-1 -1 0,,1.53,
68.57,,,,,,68.69,
Program Components Factor,,,,,,,
Skating Skills  2.00 5.50 6.00 6.00,5.75,6.00 6.50 6.00 6.25,5.50,6.00 6.00 6.25,,5.96,
Transition / Linking Footwork  2.00 5.25 5.00 5.25,5.25,5.25 6.00 5.50 5.25,5.25,5.50 5.50 5.50,,5.36,
Performance / Execution  2.00 5.75 5.50 5.50,5.75,5.50 6.50 5.75 5.75,5.50,5.75 6.00 5.75,,5.75,
Choreography / Composition  2.00 5.50 5.75 5.75,5.75,5.25 6.25 5.50 5.50,5.75,5.75 6.00 6.00,,5.79,
Interpretation  2.00 5.50 6.00 5.50,5.25,5.25 6.25 6.00 5.50,5.50,5.75 5.75 6.00,,5.71,
Judges Total Program Component Score (factored),,,,,,57.14,
Deductions:,,,,,,0.00,
"*  Invalid element e  Jump take off with wrong edge <  Downgraded jump",,"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
ISU World Figure Skating Championships 2008,,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
"",,Total Total,Total,,Total,
NOC,,Segment Element,Program  Component,,Deductions,
Rank Name,,,,,,
Code,,Score Score,Score (factored),,,
"",,= +,+,,-,
15 Kristoffer BERNTSSON SWE,,124.70  61.68,64.02,,1.00,
"# Executed Base GOE",,The Judges Panel,,,Scores,
Elements Value,,(in random order),,,of Panel,
1 3A+2T  8.80 -1.00 -1 -1 -1,-1,-2 -1 -1 -1,-1 -1 -1 -1,,7.80,
2 3Lz+3T  10.00  0.00 0 0 0,-1,1 0 0 Info0,1 0 0 0,,10.00,Info
3 3A  7.50 -0.43 0 -1 -1,-1,-1 0 0 0,0 -1 0 -1,,7.07,
4 3Lo  5.00 -2.00 -3 -2 -2,-2,-2 -2 -2 -2,-2 -2 -2 -2,,3.00,
5 2A  3.50  0.43 0 0 0,0,1 0 1 1,1 1 1 0,,3.93,
6 FSSp4  3.00 -0.04 0 0 -1,0,0 0 0 0,-1 -1 0 1,,2.96,
7 CCoSp4  3.50 -0.04 0 -1 0,0,0 0 0 -1,0 0 0 0,,3.46,
8 3F+2T  7.48 x -1.14 -1 -1 -2,-1,-1 -1 -1 -2,-2 -1 -1 -1,,6.34,
9 CiSt3  3.10  0.07 0 1 0,0,1 0 0 0,0 0 1 0,,3.17,
10 CSSp4  3.00  0.00 0 0 0,0,0 0 0 0,0 1 0 0,,3.00,
11 3S<  1.43 x -1.00 -3 -3 -3,-3,-3 -3 -3 -3,-3 -3 -3 -3,,0.43,
12 2A  3.85 x  0.00 0 0 0,0,1 0 0 0,0 0 0 0,,3.85,
13 SlSt3  3.10  0.50 1 1 1,1,2 1 1 0,1 1 1 1,,3.60,
14 CoSp4  3.00  0.07 1 0 0,0,1 0 1 0,1 0 0 0,,3.07,
66.26,,,,,61.68,
Program Components Factor,,,,,,
Skating Skills  2.00 6.00 6.50 6.25,6.25,6.25 6.75 6.50 6.75,6.75 6.75 6.50 6.25,,6.54,
Transition / Linking Footwork  2.00 5.50 6.00 5.75,6.25,6.00 6.00 6.25 6.25,6.50 6.00 6.00 5.75,,6.04,
Performance / Execution  2.00 6.00 6.25 6.25,6.50,6.75 6.00 6.50 6.50,6.75 6.25 6.25 6.00,,6.25,
Choreography / Composition  2.00 6.25 6.75 6.25,6.50,6.50 6.25 6.25 6.50,6.75 6.50 6.50 6.50,,6.50,
Interpretation  2.00 6.50 7.00 6.25,7.00,6.50 6.50 6.75 6.75,6.75 6.50 6.75 6.25,,6.68,
Judges Total Program Component Score (factored),,,,,64.02,
Deductions: Falls: -1.00,,,,,-1.00,
"*  Invalid element e  Jump take off with wrong edge <  Downgraded jump",,"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,
"",,Total Total,Total,,Total,
NOC,,Segment Element,Program  Component,,Deductions,
Rank Name,,,,,,
Code,,Score Score,Score (factored),,,
"",,= +,+,,-,
16 Karel ZELENKA ITA,,123.60  63.68,59.92,,0.00,
"# Executed Base GOE",,The Judges Panel,,,Scores,
Elements Value,,(in random order),,,of Panel,
1 2A  3.50  0.86 0 0 1,2,1 1 1 0,1 1 2 1,,4.36,
2 3F+3T e  9.50 -2.00 -2 -3 -3,-2,-2 -2 -2 -2,-2 -2 -2 -2,,7.50,
3 3Lz+2T  7.30  0.29 0 0 0,0,1 0 1 1,0 1 1 0,,7.59,
4 3S+2T+2Lo  7.30  0.00 0 0 0,0,-1 0 -1 0,0 1 0 -1,,7.30,
5 FSSp2  2.00  0.00 0 0 0,0,0 0 0 0,0 1 0 0,,2.00,
6 CiSt3  3.10  0.43 1 0 0,1,1 1 0 1,0 1 1 1,,3.53,
7 3Lo  5.50 x  1.00 1 1 0,1,2 0 1 1,1 1 1 1,,6.50,
8 3Lz  6.60 x -2.00 -2 -2 -2,-2,-1 -1 -1 -2,-2 -2 -2 -2,,4.60,
9 CCoSp3  3.00  0.00 0 0 0,0,-1 0 0 0,0 0 0 0,,3.00,
10 3F e  6.05 x -1.00 0 -1 -1,-1,1 -1 -1 -1,-1 -1 -1 -1,,5.05,
11 2A  3.85 x  0.00 0 0 0,0,1 0 0 0,0 1 0 0,,3.85,
12 CSSp3  2.30  0.00 0 0 0,0,0 0 0 0,0 1 0 0,,2.30,
13 SlSt3  3.10  0.43 1 0 0,1,0 1 0 1,1 1 1 0,,3.53,
14 CoSp3  2.50  0.07 0 0 0,0,0 0 0 0,0 1 0 1,,2.57,
65.60,,,,,63.68,
Program Components Factor,,,,,,
Skating Skills  2.00 6.00 5.75 6.00,6.00,5.25 6.25 5.75 6.50,5.75 6.50 6.25 6.00,,6.11,
Transition / Linking Footwork  2.00 5.50 4.75 5.25,5.75,4.75 6.00 5.50 6.00,5.50 6.00 5.75 5.75,,5.75,
Performance / Execution  2.00 6.00 5.50 5.75,5.50,5.50 6.50 5.50 6.25,5.75 6.25 6.00 5.50,,5.89,
Choreography / Composition  2.00 6.00 5.25 5.50,5.75,5.25 6.50 5.50 6.25,6.25 6.25 6.00 6.00,,6.07,
Interpretation  2.00 6.25 5.75 5.75,5.50,5.00 6.75 5.75 6.25,6.25 6.50 6.25 5.75,,6.14,
Judges Total Program Component Score (factored),,,,,59.92,
Deductions:,,,,,0.00,
"*  Invalid element e  Jump take off with wrong edge <  Downgraded jump",,"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,
ISU World Figure Skating Championships 2008,,,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
"",,Total Total,,Total,,Total,
NOC,,Segment Element,,Program  Component,,Deductions,
Rank Name,,,,,,,
Code,,Score Score,,Score (factored),,,
"",,= +,,+,,-,
17 Yasuharu NANRI JPN,,118.99  63.61,,55.38,,0.00,
"# Executed Base GOE",,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
1 3A+3T  11.50  1.00 1 1 1,1,2 1 1 2,1,1 1 1,,12.50,
2 3F  5.50  0.00 0 0 0,0,2 0 0 Info0,-2,0 0 0,,5.50,Info
3 3Lo<  1.50 -0.89 -3 -3 -3,-3,-3 -2 -3 -3,-2,-3 -2 -3,,0.61,
4 3Lz  6.00 -0.57 -1 -1 -1,-1,0 0 0 0,-1,0 0 -1,,5.43,
5 CoSp4  3.00  0.00 0 0 0,0,0 0 0 0,0,1 0 0,,3.00,
6 3A  7.50  0.57 1 0 1,0,2 0 1 1,1,1 1 0,,8.07,
7 3S  4.50 -2.00 -2 -2 -2,-2,-2 -2 -2 -2,-2,-2 -2 -2,,2.50,
8 CiSt2  2.30  0.36 1 0 0,1,2 1 0 1,0,1 1 0,,2.66,
9 3Lz+2T  8.03 x -1.00 -1 -1 0,-2,1 -1 -1 0,-1,-1 -1 -1,,7.03,
10 FCCoSp1  2.00 -0.09 -1 -1 -1,0,-1 0 0 0,-1,0 0 0,,1.91,
11 2A+2T+2Lo  6.93 x  0.00 0 0 0,0,1 0 0 0,0,0 0 0,,6.93,
12 FSSp3  2.30 -0.09 0 0 0,0,1 0 0 0,-1,0 -1 -1,,2.21,
13 SlSt2  2.30  0.00 0 0 0,0,2 0 1 1,0,0 0 0,,2.30,
14 CCoSp3  3.00 -0.04 0 0 0,-1,-2 0 0 0,0,0 -1 0,,2.96,
66.36,,,,,,63.61,
Program Components Factor,,,,,,,
Skating Skills  2.00 5.75 5.75 5.50,6.00,6.00 6.50 5.25 6.00,5.50,5.75 5.75 5.50,,5.79,
Transition / Linking Footwork  2.00 5.50 4.75 5.00,5.25,5.00 6.00 4.50 5.50,5.25,5.00 5.00 5.25,,5.25,
Performance / Execution  2.00 5.75 5.25 5.50,5.25,5.50 6.25 4.50 6.00,5.50,5.50 5.25 5.25,,5.50,
Choreography / Composition  2.00 5.25 5.00 5.25,5.50,5.25 6.50 4.25 6.00,5.75,5.50 5.50 5.75,,5.61,
Interpretation  2.00 5.75 4.50 5.50,5.25,5.00 6.75 4.75 6.25,5.50,5.00 5.75 5.25,,5.54,
Judges Total Program Component Score (factored),,,,,,55.38,
Deductions:,,,,,,0.00,
"*  Invalid element e  Jump take off with wrong edge <  Downgraded jump",,"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
"",,Total Total,,Total,,Total,
NOC,,Segment Element,,Program  Component,,Deductions,
Rank Name,,,,,,,
Code,,Score Score,,Score (factored),,,
"",,= +,,+,,-,
18 Yannick PONSERO FRA,,117.60  59.74,,58.86,,1.00,
"# Executed Base GOE",,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
1 3A  7.50 -1.00 -1 -1 -1,-1,0 -1 -1 -1,-1,-1 -1 -1,,6.50,
2 4T  9.00 -2.14 -2 -2 -2,-3,-3 -2 -2 -2,-3,-2 -2 -2,,6.86,
3 3Lz  6.00 -3.00 -3 -3 -3,-3,-3 -3 -3 -3,-3,-3 -3 -3,,3.00,
4 CCSp4  3.00  0.36 1 0 0,0,1 0 1 1,1,1 1 1,,3.36,
5 CiSt3  3.10  0.07 0 0 0,0,1 0 1 0,0,1 -1 1,,3.17,
6 3A+2T  9.68 x -1.00 -1 -1 -1,-1,-1 -1 -1 -2,-1,-1 -1 -1,,8.68,
7 CCoSp4  3.50  0.21 1 0 0,0,1 0 0 0,1,1 1 0,,3.71,
8 3S  4.95 x -1.00 0 -1 -1,-2,0 -1 -1 -1,-1,-1 -1 -1,,3.95,
9 2A  3.85 x  0.43 -1 0 1,1,1 0 1 0,1,1 1 0,,4.28,
10 FSSp3  2.30  0.21 0 0 1,1,-1 0 1 0,1,1 0 1,,2.51,
11 2A  3.85 x -1.86 -3 -2 -2,-2,-2 -2 -2 -3,-2,-3 -2 -2,,1.99,
12 SlSt2  2.30  0.21 1 0 0,1,1 0 1 0,0,1 1 0,,2.51,
13 2A+3S+SEQ  7.04 x -0.29 -1 0 0,-1,0 0 0 -1,0,0 0 0,,6.75,
14 SSp4  2.40  0.07 0 0 0,0,0 0 0 0,0,1 0 1,,2.47,
68.47,,,,,,59.74,
Program Components Factor,,,,,,,
Skating Skills  2.00 6.50 5.75 6.00,6.50,5.75 5.75 6.25 6.00,5.75,6.50 6.25 6.50,,6.18,
Transition / Linking Footwork  2.00 6.25 4.25 5.00,6.00,4.00 5.50 6.25 5.00,5.50,5.75 5.75 6.00,,5.64,
Performance / Execution  2.00 6.25 4.75 5.50,5.50,5.25 5.00 5.50 5.25,5.50,6.00 6.00 6.00,,5.61,
Choreography / Composition  2.00 6.25 4.50 5.75,6.25,5.00 5.25 5.50 5.75,6.25,6.50 6.00 6.50,,6.04,
Interpretation  2.00 6.50 4.00 5.75,5.75,5.00 5.25 6.25 6.00,6.00,6.25 6.25 6.25,,5.96,
Judges Total Program Component Score (factored),,,,,,58.86,
Deductions: Falls: -1.00,,,,,,-1.00,
"*  Invalid element e  Jump take off with wrong edge <  Downgraded jump",,"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
ISU World Figure Skating Championships 2008,,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
"",,Total Total,Total,,Total,
NOC,,Segment Element,Program  Component,,Deductions,
Rank Name,,,,,,
Code,,Score Score,Score (factored),,,
"",,= +,+,,-,
19 Anton KOVALEVSKI UKR,,117.39  60.89,56.50,,0.00,
"# Executed Base GOE",,The Judges Panel,,,Scores,
Elements Value,,(in random order),,,of Panel,
1 3F+3T+2Lo e  11.00 -1.00 0 -1 -1,-1,-1 -1 -1 -1,-2 -1 -1 -1,,10.00,
2 2A  3.50  0.14 0 0 0,0,2 0 0 Info0,1 1 0 0,,3.64,Info
3 3Lz+3T  10.00  1.00 1 1 1,1,1 1 1 1,1 1 1 0,,11.00,
4 3Lo  5.00  0.00 0 0 0,0,0 0 0 0,0 1 0 0,,5.00,
5 CCoSp3  3.00  0.50 2 0 0,1,1 0 1 1,2 1 1 1,,3.50,
6 CiSt2  2.30  0.50 1 1 1,1,2 1 1 1,1 1 1 0,,2.80,
7 3Lz  6.60 x -0.29 0 0 -1,-1,2 0 0 0,-1 0 0 -1,,6.31,
8 3F* e  0.00  0.00 - - -,-,- - - -,- - - -,,0.00,
9 3S  4.95 x  0.57 0 1 0,0,1 1 1 1,0 1 1 0,,5.52,
10 CSSp4  3.00  0.07 1 0 0,0,0 0 0 0,0 1 0 0,,3.07,
11 SlSt2  2.30 -0.17 0 0 -1,-1,0 -1 -1 -1,0 0 -1 -1,,2.13,
12 2A  3.85 x  0.14 0 0 0,0,1 0 0 0,0 1 1 0,,3.99,
13 FSSp2  2.00 -0.13 -1 0 0,0,-1 -1 0 0,-1 0 -1 0,,1.87,
14 CoSp2  2.10 -0.04 0 -1 0,-1,1 0 0 0,0 0 0 0,,2.06,
59.60,,,,,60.89,
Program Components Factor,,,,,,
Skating Skills  2.00 5.75 6.00 5.25,5.75,5.25 6.00 5.75 5.25,5.50 6.00 6.00 5.75,,5.82,
Transition / Linking Footwork  2.00 5.50 5.25 4.75,5.50,4.75 5.75 5.00 5.00,5.00 5.50 5.50 5.25,,5.36,
Performance / Execution  2.00 6.00 6.00 5.25,6.00,5.00 6.00 5.25 5.00,5.25 5.75 6.00 5.25,,5.75,
Choreography / Composition  2.00 5.50 5.75 5.00,5.75,4.75 6.00 5.50 5.25,5.25 5.50 5.75 5.50,,5.57,
Interpretation  2.00 6.00 6.25 5.00,6.00,4.75 6.25 5.50 5.25,5.25 5.50 5.75 5.50,,5.75,
Judges Total Program Component Score (factored),,,,,56.50,
Deductions:,,,,,0.00,
"*  Invalid element e  Jump take off with wrong edge <  Downgraded jump",,"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,
"",,Total Total,Total,,Total,
NOC,,Segment Element,Program  Component,,Deductions,
Rank Name,,,,,,
Code,,Score Score,Score (factored),,,
"",,= +,+,,-,
20 Tomas VERNER CZE,,112.07  43.15,69.92,,1.00,
"# Executed Base GOE",,The Judges Panel,,,Scores,
Elements Value,,(in random order),,,of Panel,
1 4T  9.00 -1.00 -1 -1 -1,-1,-1 -1 -1 -1,-1 -1 -1 -1,,8.00,
2 4T+SEQ  7.20 -3.00 -3 -3 -3,-3,-3 -3 -3 -3,-3 -3 -3 -3,,4.20,
3 1Lz  0.60 -0.01 0 -1 -1,0,0 0 -1 0,1 0 -1 0,,0.59,
4 FSSp2  2.00 -0.09 0 0 -1,0,0 0 0 -1,-1 0 -1 1,,1.91,
5 CiSt3  3.10  0.50 2 1 1,1,1 0 0 1,1 1 1 1,,3.60,
6 1A  0.88 x  0.00 0 0 0,0,0 0 0 0,0 0 0 0,,0.88,
7 3A<  3.85 x -1.37 -2 -1 -1,-2,-1 -2 -1 -2,-1 -1 -2 -2,,2.48,
8 3Lo  5.50 x -1.00 -1 -1 -1,-1,0 -1 -1 -1,-1 -1 -1 -1,,4.50,
9 3F  6.05 x  0.29 0 0 0,0,1 0 0 1,0 0 1 1,,6.34,
10 1S  0.44 x -0.17 -2 -2 -1,-2,-1 0 -2 -2,-2 0 -2 -2,,0.27,
11 CoSp1  1.70  0.00 0 0 0,0,0 0 0 0,-1 0 0 0,,1.70,
12 CSSp3  2.30  0.07 0 0 0,0,0 0 0 0,1 1 0 0,,2.37,
13 SlSt3  3.10  0.50 2 2 1,1,2 0 0 0,1 1 1 1,,3.60,
14 CCoSp2  2.50  0.21 1 0 1,1,0 0 0 0,1 1 0 0,,2.71,
48.22,,,,,43.15,
Program Components Factor,,,,,,
Skating Skills  2.00 7.50 7.00 7.50,7.25,7.00 6.75 7.25 7.25,7.50 7.00 7.25 7.50,,7.25,
Transition / Linking Footwork  2.00 7.25 6.00 7.00,7.00,6.00 6.25 6.75 6.75,7.25 6.75 7.00 7.25,,6.89,
Performance / Execution  2.00 7.25 6.25 7.00,6.50,6.25 6.00 6.50 6.25,7.50 6.50 7.25 7.00,,6.71,
Choreography / Composition  2.00 7.50 6.75 7.25,7.25,6.25 6.75 7.00 6.75,7.75 7.00 7.00 7.50,,7.11,
